actor,region,region_key,dmu,predicted_vulnerability_label,historical_flood_exposure_score,historical_flood_exposure_level,external_data_coverage,base_cost,base_revenue,base_margin,base_cost_revenue_ratio,cost_shock_tolerance,revenue_drop_tolerance,combined_break_even_buffer,break_even_resilience_label
Farmer,Garut,GARUT,23,High Vulnerability,0.3949554339103519,Medium,multi-year,6550000.0,5400000.0,-1150000.0,1.212962962962963,-0.17557251908396945,-0.21296296296296297,-0.21296296296296297,Already Failed
Farmer,Garut,GARUT,24,High Vulnerability,0.3949554339103519,Medium,multi-year,8194000.0,6750000.0,-1444000.0,1.2139259259259259,-0.17622650720039054,-0.21392592592592594,-0.21392592592592594,Already Failed
Farmer,Garut,GARUT,25,Low Vulnerability,0.3949554339103519,Medium,multi-year,5610000.0,14850000.0,9240000.0,0.37777777777777777,1.6470588235294117,0.6222222222222222,0.6222222222222222,Resilient
Farmer,Garut,GARUT,26,Low Vulnerability,0.3949554339103519,Medium,multi-year,14450000.0,34650000.0,20200000.0,0.417027417027417,1.397923875432526,0.5829725829725829,0.5829725829725829,Resilient
Farmer,Garut,GARUT,27,Low Vulnerability,0.3949554339103519,Medium,multi-year,20220000.0,49500000.0,29280000.0,0.4084848484848485,1.4480712166172107,0.5915151515151515,0.5915151515151515,Resilient
Farmer,Garut,GARUT,28,Low Vulnerability,0.3949554339103519,Medium,multi-year,6770000.0,13180000.0,6410000.0,0.5136570561456753,0.946824224519941,0.48634294385432475,0.48634294385432475,Resilient
Farmer,Garut,GARUT,29,Low Vulnerability,0.3949554339103519,Medium,multi-year,1469200.0,1740000.0,270800.0,0.844367816091954,0.18431799618840186,0.15563218390804598,0.15563218390804598,Moderate Buffer
Farmer,Garut,GARUT,30,Low Vulnerability,0.3949554339103519,Medium,multi-year,8290000.0,25650000.0,17360000.0,0.3231968810916179,2.0940892641737032,0.6768031189083821,0.6768031189083821,Resilient
Farmer,Garut,GARUT,31,Low Vulnerability,0.3949554339103519,Medium,multi-year,8616000.0,15150000.0,6534000.0,0.5687128712871287,0.7583565459610028,0.4312871287128713,0.4312871287128713,Resilient
Farmer,Garut,GARUT,32,Low Vulnerability,0.3949554339103519,Medium,multi-year,5564000.0,10100000.0,4536000.0,0.5508910891089109,0.8152408339324227,0.4491089108910891,0.4491089108910891,Resilient
Farmer,Garut,GARUT,33,Low Vulnerability,0.3949554339103519,Medium,multi-year,11440000.0,30000000.0,18560000.0,0.38133333333333336,1.6223776223776223,0.6186666666666667,0.6186666666666667,Resilient
Farmer,Garut,GARUT,34,Low Vulnerability,0.3949554339103519,Medium,multi-year,7754000.0,19000000.0,11246000.0,0.40810526315789475,1.4503482073768377,0.5918947368421053,0.5918947368421053,Resilient
Farmer,Garut,GARUT,35,Low Vulnerability,0.3949554339103519,Medium,multi-year,17042000.0,27540000.0,10498000.0,0.6188090050835149,0.6160075108555334,0.3811909949164851,0.3811909949164851,Resilient
Farmer,Garut,GARUT,36,Low Vulnerability,0.3949554339103519,Medium,multi-year,19005000.0,24750000.0,5745000.0,0.7678787878787878,0.3022888713496448,0.23212121212121212,0.23212121212121212,Moderate Buffer
Farmer,Garut,GARUT,37,Low Vulnerability,0.3949554339103519,Medium,multi-year,11801000.0,14850000.0,3049000.0,0.7946801346801347,0.2583679349207694,0.20531986531986532,0.20531986531986532,Moderate Buffer
Farmer,Garut,GARUT,38,Low Vulnerability,0.3949554339103519,Medium,multi-year,8054000.0,9900000.0,1846000.0,0.8135353535353536,0.22920288055624535,0.18646464646464647,0.18646464646464647,Moderate Buffer
Farmer,Garut,GARUT,39,Low Vulnerability,0.3949554339103519,Medium,multi-year,11310000.0,14850000.0,3540000.0,0.7616161616161616,0.3129973474801061,0.2383838383838384,0.2383838383838384,Moderate Buffer
Farmer,Garut,GARUT,40,Low Vulnerability,0.3949554339103519,Medium,multi-year,5318000.0,16875000.0,11557000.0,0.3151407407407407,2.1731854080481385,0.6848592592592593,0.6848592592592593,Resilient
Farmer,Garut,GARUT,41,Low Vulnerability,0.3949554339103519,Medium,multi-year,40520000.0,49500000.0,8980000.0,0.8185858585858586,0.22161895360315895,0.18141414141414142,0.18141414141414142,Moderate Buffer
