region,actor,flood_scenario,flood_probability_reference,vulnerability_label,predicted_high_vulnerability_share,fail_share,survive_share,dominant_stress_risk_label,median_margin,median_cost_revenue_ratio,median_stressed_margin,median_stressed_cost_revenue_ratio,priority_label,priority_rank,base_priority_sort_score,regional_exposure_priority_modifier,priority_sort_score,priority_reason,recommended_action,region_key,mean_failure_probability,median_failure_probability,p75_failure_probability,dominant_monte_carlo_risk_label,monte_carlo_priority_signal,expected_stressed_margin,p05_stressed_margin,p50_stressed_margin,p95_stressed_margin,historical_flood_exposure_score,historical_flood_exposure_level,vulnerability_component,hazard_component,monte_carlo_failure_component,external_exposure_component,monte_carlo_enhanced_priority_score,monte_carlo_enhanced_priority_label,monte_carlo_priority_reason,monte_carlo_priority_rank
Garut,Middlemen,Low,0.4500022590135356,High Vulnerability,0.9166666666666666,1.0,0.0,Already Failed,-6500000.0,1.3577741702741704,-9591092.53351,1.4283441802207433,High,4,0.7666666666666666,1.0394955433910351,0.7969465832664602,Flood=Low; Vulnerability=High Vulnerability; FailShare=100%; Median C/R=1.36; HistFloodExp=0.39,Prepare contingency plan because many units fail under stress scenario.,GARUT,1.0,1.0,1.0,Critical Failure Probability,Severe,-10523627.887143971,-11547381.312214283,-10545205.09214753,-9733676.153605342,0.3949554339103519,Medium,1.0,0.2,1.0,0.3949554339103519,0.6994955433910351,High,Vulnerability=High Vulnerability; Flood=Low; MC failure=100.0%; Historical exposure=39.5%,31
Garut,Retail,Low,0.4500022590135356,High Vulnerability,0.9130434782608696,0.9565217391304348,0.0434782608695652,Already Failed,-2600000.0,1.7428571428571429,-2917046.1407342656,1.8334417544955044,High,4,0.7579710144927536,1.0394955433910351,0.7879074915847991,Flood=Low; Vulnerability=High Vulnerability; FailShare=96%; Median C/R=1.74; HistFloodExp=0.39,Prepare contingency plan because many units fail under stress scenario.,GARUT,0.9953623188405798,1.0,1.0,Critical Failure Probability,Severe,-3023636.866771337,-3156385.1930359737,-3022938.2479307977,-2879349.380977307,0.3949554339103519,Medium,1.0,0.2,0.9953623188405798,0.3949554339103519,0.6983361231011801,High,Vulnerability=High Vulnerability; Flood=Low; MC failure=99.5%; Historical exposure=39.5%,32
Subang,Retail,Low,0.4500022590135356,High Vulnerability,0.9473684210526316,1.0,0.0,Already Failed,-2495000.0,1.7333333333333334,-2785014.0329445144,1.8231559376552409,High,4,0.7666666666666666,1.03641466525278,0.7945845766937979,Flood=Low; Vulnerability=High Vulnerability; FailShare=100%; Median C/R=1.73; HistFloodExp=0.36,Prepare contingency plan because many units fail under stress scenario.,SUBANG,1.0,1.0,1.0,Critical Failure Probability,Severe,-2876913.8994761696,-2996076.644743644,-2880152.0489665046,-2763679.520315891,0.3641466525278,Medium,1.0,0.2,1.0,0.3641466525278,0.69641466525278,High,Vulnerability=High Vulnerability; Flood=Low; MC failure=100.0%; Historical exposure=36.4%,33
Indramayu,Retail,Low,0.4500022590135356,High Vulnerability,1.0,1.0,0.0,Already Failed,-3051000.0,2.1145,-3297420.694886363,2.2208163761145103,High,4,0.7666666666666666,1.0055935314685314,0.7709550407925406,Flood=Low; Vulnerability=High Vulnerability; FailShare=100%; Median C/R=2.11; HistFloodExp=0.06,Prepare contingency plan because many units fail under stress scenario.,INDRAMAYU,1.0,1.0,1.0,Critical Failure Probability,Severe,-3368843.019762785,-3482060.228534191,-3372870.417371648,-3252491.510392572,0.0559353146853146,Low,1.0,0.2,1.0,0.0559353146853146,0.6655935314685314,High,Vulnerability=High Vulnerability; Flood=Low; MC failure=100.0%; Historical exposure=5.6%,34
Tasikmalaya,Retail,Low,0.4500022590135356,High Vulnerability,1.0,1.0,0.0,Already Failed,-3053750.0,2.017916666666667,-3356635.9836065574,2.118878661202186,High,4,0.7666666666666666,1.000655737704918,0.7671693989071038,Flood=Low; Vulnerability=High Vulnerability; FailShare=100%; Median C/R=2.02; HistFloodExp=0.01,Prepare contingency plan because many units fail under stress scenario.,TASIKMALAYA,1.0,1.0,1.0,Critical Failure Probability,Severe,-3446147.238639679,-3572572.150976277,-3445561.592282949,-3324187.452139081,0.0065573770491803,Low,1.0,0.2,1.0,0.0065573770491803,0.6606557377049179,High,Vulnerability=High Vulnerability; Flood=Low; MC failure=100.0%; Historical exposure=0.7%,35
Tasikmalaya,Middlemen,Low,0.4500022590135356,High Vulnerability,0.7931034482758621,0.9655172413793104,0.0344827586206896,Already Failed,-7685346.798251651,1.2960858585858586,-9881275.518431522,1.360932646133466,High,4,0.7597701149425288,1.000655737704918,0.7602683248539666,Flood=Low; Vulnerability=High Vulnerability; FailShare=97%; Median C/R=1.30; HistFloodExp=0.01,Prepare contingency plan because many units fail under stress scenario.,TASIKMALAYA,0.9657471264367816,1.0,1.0,Critical Failure Probability,Severe,-10739795.259740807,-11519954.208195386,-10681895.15612768,-9910769.564204672,0.0065573770491803,Low,1.0,0.2,0.9657471264367816,0.0065573770491803,0.6520925193141134,High,Vulnerability=High Vulnerability; Flood=Low; MC failure=96.6%; Historical exposure=0.7%,36
Garut,Wholesaler,Low,0.4500022590135356,High Vulnerability,0.72,0.76,0.24,Already Failed,-7000000.0,1.0795454545454546,-11937603.831107425,1.135654588989857,High,4,0.7186666666666667,1.0394955433910351,0.7470507971836906,Flood=Low; Vulnerability=High Vulnerability; FailShare=76%; Median C/R=1.08; HistFloodExp=0.39,Prepare contingency plan because many units fail under stress scenario.,GARUT,0.8062666666666667,1.0,1.0,Critical Failure Probability,Severe,-12975973.81724445,-14601056.004363855,-12989920.09461087,-12075699.800048724,0.3949554339103519,Medium,1.0,0.2,0.8062666666666667,0.3949554339103519,0.6510622100577018,High,Vulnerability=High Vulnerability; Flood=Low; MC failure=80.6%; Historical exposure=39.5%,37
Garut,Rice Miller,High,0.5499976285304322,Low Vulnerability,0.4166666666666667,0.6666666666666666,0.3333333333333333,Already Failed,10700692.78252611,0.8343007229654195,-5552166.390894102,1.094476287976561,Critical,5,0.6333333333333333,1.0394955433910351,0.6583471774809889,Flood=High; Vulnerability=Low Vulnerability; FailShare=67%; Median C/R=0.83; HistFloodExp=0.39,"Secure milling capacity, backup machine schedule, and protect grain-to-rice processing continuity.",GARUT,0.9475,1.0,1.0,Critical Failure Probability,Severe,-14604909.21641546,-19372806.66553663,-14633983.264172904,-6065605.482175976,0.3949554339103519,Medium,0.2,1.0,0.9475,0.3949554339103519,0.6463705433910353,High,Vulnerability=Low Vulnerability; Flood=High; MC failure=94.8%; Historical exposure=39.5%,38
Subang,Rice Miller,High,0.5499976285304322,Low Vulnerability,0.1904761904761904,0.4761904761904761,0.5238095238095238,Survives Scenario,74124362.54852271,0.7525679967605681,5414904.74189949,0.9865597492933358,Moderate,2,0.5952380952380952,1.03641466525278,0.6169134912218928,Flood=High; Vulnerability=Low Vulnerability; FailShare=48%; Median C/R=0.75; HistFloodExp=0.36,Monitor periodically and prepare support if flood-risk scenario escalates.,SUBANG,0.93984126984127,0.9966666666666668,1.0,Critical Failure Probability,Severe,-38412566.66751872,-75120999.61446753,-38030893.5838026,-22595398.44314683,0.3641466525278,Medium,0.2,1.0,0.93984126984127,0.3641466525278,0.6413749827130976,High,Vulnerability=Low Vulnerability; Flood=High; MC failure=94.0%; Historical exposure=36.4%,39
Indramayu,Rice Miller,High,0.5499976285304322,Low Vulnerability,0.1176470588235294,0.8823529411764706,0.1176470588235294,Critical Under High Stress,21382891.73789168,0.8935617324505689,-47459233.00501597,1.163129701886601,Critical,5,0.6764705882352942,1.0055935314685314,0.6802544477581242,Flood=High; Vulnerability=Low Vulnerability; FailShare=88%; Median C/R=0.89; HistFloodExp=0.06,"Secure milling capacity, backup machine schedule, and protect grain-to-rice processing continuity.",INDRAMAYU,0.9633333333333332,1.0,1.0,Critical Failure Probability,Severe,-114636362.51327132,-185498770.90610543,-114833411.68767658,-66449412.935971625,0.0559353146853146,Low,0.2,1.0,0.9633333333333332,0.0559353146853146,0.6164268648018648,High,Vulnerability=Low Vulnerability; Flood=High; MC failure=96.3%; Historical exposure=5.6%,40
Tasikmalaya,Rice Miller,Medium,0.4999999437061118,Medium Vulnerability,0.2758620689655172,0.6896551724137931,0.3103448275862069,Fails Under Scenario,2160000.0,0.929340335124856,-2880622.35260871,1.068832795918351,High,4,0.671264367816092,1.000655737704918,0.671704541172037,Flood=Medium; Vulnerability=Medium Vulnerability; FailShare=69%; Median C/R=0.93; HistFloodExp=0.01,Prepare contingency plan because many units fail under stress scenario.,TASIKMALAYA,0.8825287356321839,1.0,1.0,Critical Failure Probability,Severe,-5024532.776556064,-6893044.317830157,-5059398.943943186,-2879136.866044163,0.0065573770491803,Low,0.6,0.55,0.8825287356321839,0.0065573770491803,0.596287921612964,High,Vulnerability=Medium Vulnerability; Flood=Medium; MC failure=88.3%; Historical exposure=0.7%,41
Subang,Middlemen,Low,0.4500022590135356,High Vulnerability,0.4285714285714285,0.4761904761904761,0.5238095238095238,Already Failed,14840000.0,0.9223993288590604,7104620.755545676,0.9701987384415032,Watchlist,3,0.6619047619047619,1.03641466525278,0.6860078022387448,Flood=Low; Vulnerability=High Vulnerability; FailShare=48%; Median C/R=0.92; HistFloodExp=0.36,Watch financial feasibility and margin because vulnerability is high even when flood scenario is not high.,SUBANG,0.5017460317460317,0.5366666666666666,1.0,Critical Failure Probability,High,-392963.73193343234,-5764785.006970101,-336673.2889686376,5228104.895083456,0.3641466525278,Medium,1.0,0.2,0.5017460317460317,0.3641466525278,0.5718511731892879,Moderate,Vulnerability=High Vulnerability; Flood=Low; MC failure=50.2%; Historical exposure=36.4%,42
Indramayu,Wholesaler,High,0.5499976285304322,Low Vulnerability,0.0,0.6875,0.3125,Critical Under High Stress,275500000.0,0.8271464646464646,-34126040.77797204,1.0766784049741296,Critical,5,0.6375,1.0055935314685314,0.6410658763111887,Flood=High; Vulnerability=Low Vulnerability; FailShare=69%; Median C/R=0.83; HistFloodExp=0.06,Prepare buffer stock and route contingency for bulk distribution.,INDRAMAYU,0.753125,1.0,1.0,Critical Failure Probability,Severe,-62066137.4376694,-81408642.03881429,-61224862.88317584,-43320808.32183491,0.0559353146853146,Low,0.2,1.0,0.753125,0.0559353146853146,0.5638747814685315,Moderate,Vulnerability=Low Vulnerability; Flood=High; MC failure=75.3%; Historical exposure=5.6%,43
Karawang,Middlemen,Low,0.4500022590135356,Medium Vulnerability,0.5,0.7142857142857143,0.2857142857142857,Already Failed,-1525000.0,1.017790404040404,-2640125.0,1.0737688762626263,High,4,0.5595238095238095,1.1,0.6154761904761905,Flood=Low; Vulnerability=Medium Vulnerability; FailShare=71%; Median C/R=1.02; HistFloodExp=1.00,Prepare contingency plan because many units fail under stress scenario.,KARAWANG,0.774047619047619,1.0,1.0,Critical Failure Probability,Severe,-4305755.829313331,-6354927.008073854,-4412656.424124901,-2782837.0690279542,1.0,High,0.6,0.2,0.774047619047619,1.0,0.5635119047619047,Moderate,Vulnerability=Medium Vulnerability; Flood=Low; MC failure=77.4%; Historical exposure=100.0%,44
Indramayu,Middlemen,Low,0.4500022590135356,High Vulnerability,0.5625,0.5625,0.4375,Already Failed,-6617415.258776158,1.0874807510466988,-10821671.853893325,1.1421589314891536,High,4,0.6791666666666667,1.0055935314685314,0.6829656067890443,Flood=Low; Vulnerability=High Vulnerability; FailShare=56%; Median C/R=1.09; HistFloodExp=0.06,Prepare contingency plan because many units fail under stress scenario.,INDRAMAYU,0.59,1.0,1.0,Critical Failure Probability,High,-13228917.360460924,-18236022.59132656,-13224618.664101535,-11309259.555845272,0.0559353146853146,Low,1.0,0.2,0.59,0.0559353146853146,0.5630935314685315,Moderate,Vulnerability=High Vulnerability; Flood=Low; MC failure=59.0%; Historical exposure=5.6%,45
Karawang,Farmer,High,0.5499976285304322,Low Vulnerability,0.0943396226415094,0.1132075471698113,0.8867924528301887,Survives Scenario,44410000.0,0.4823529411764706,28147300.0,0.6415294117647059,Moderate,2,0.5226415094339623,1.1,0.5749056603773586,Flood=High; Vulnerability=Low Vulnerability; FailShare=11%; Median C/R=0.48; HistFloodExp=1.00,Monitor periodically and prepare support if flood-risk scenario escalates.,KARAWANG,0.2492452830188679,0.0,0.7266666666666667,Low Failure Probability,Watch,14161012.463067103,7739424.130995211,14444694.919342153,21387993.86598555,1.0,High,0.2,1.0,0.2492452830188679,1.0,0.532311320754717,Moderate,Vulnerability=Low Vulnerability; Flood=High; MC failure=24.9%; Historical exposure=100.0%,46
Subang,Wholesaler,High,0.5499976285304322,Low Vulnerability,0.1428571428571428,0.1904761904761904,0.8095238095238095,Survives Scenario,67800000.0,0.6228310502283105,32890750.679955304,0.816484420557734,Moderate,2,0.5380952380952381,1.03641466525278,0.5576897960645911,Flood=High; Vulnerability=Low Vulnerability; FailShare=19%; Median C/R=0.62; HistFloodExp=0.36,Monitor periodically and prepare support if flood-risk scenario escalates.,SUBANG,0.4507936507936508,0.4166666666666667,0.9566666666666668,Low Failure Probability,Elevated,7051926.499462193,-13754476.879058763,5342647.197221309,22266488.67573232,0.3641466525278,Medium,0.2,1.0,0.4507936507936508,0.3641466525278,0.5191130779511927,Moderate,Vulnerability=Low Vulnerability; Flood=High; MC failure=45.1%; Historical exposure=36.4%,47
Garut,Farmer,High,0.5499976285304322,Low Vulnerability,0.2040816326530612,0.3061224489795918,0.6938775510204082,Survives Scenario,6111000.0,0.4172401236080481,4892188.492261836,0.5473558983123954,Moderate,2,0.5612244897959183,1.0394955433910351,0.5833903559847645,Flood=High; Vulnerability=Low Vulnerability; FailShare=31%; Median C/R=0.42; HistFloodExp=0.39,Monitor periodically and prepare support if flood-risk scenario escalates.,GARUT,0.3578231292517006,0.0,1.0,Low Failure Probability,Elevated,3329794.772966464,2600671.11032464,3334582.385510252,3953450.13760149,0.3949554339103519,Medium,0.2,1.0,0.3578231292517006,0.3949554339103519,0.4989513257039604,Moderate,Vulnerability=Low Vulnerability; Flood=High; MC failure=35.8%; Historical exposure=39.5%,48
Subang,Farmer,High,0.5499976285304322,Low Vulnerability,0.0779220779220779,0.1818181818181818,0.8181818181818182,Survives Scenario,13120000.0,0.5085858585858586,6966947.461240193,0.6667176112994266,Moderate,2,0.5363636363636364,1.03641466525278,0.5558951386355819,Flood=High; Vulnerability=Low Vulnerability; FailShare=18%; Median C/R=0.51; HistFloodExp=0.36,Monitor periodically and prepare support if flood-risk scenario escalates.,SUBANG,0.2854978354978355,0.0,0.84,Low Failure Probability,Elevated,3644458.709496361,1898531.1080197897,3683297.000403832,5333120.7405003365,0.3641466525278,Medium,0.2,1.0,0.2854978354978355,0.3641466525278,0.47778912412723884,Moderate,Vulnerability=Low Vulnerability; Flood=High; MC failure=28.5%; Historical exposure=36.4%,49
Indramayu,Farmer,High,0.5499976285304322,Low Vulnerability,0.0967741935483871,0.1774193548387097,0.8225806451612904,Survives Scenario,17616000.0,0.5641353823411899,9949810.837237762,0.7343226497476381,Moderate,2,0.535483870967742,1.0055935314685314,0.538479116850891,Flood=High; Vulnerability=Low Vulnerability; FailShare=18%; Median C/R=0.56; HistFloodExp=0.06,Monitor periodically and prepare support if flood-risk scenario escalates.,INDRAMAYU,0.3420430107526881,0.01,0.8925,Low Failure Probability,Elevated,4034297.2475965945,1683547.9835979622,4010693.1319542434,6443609.269964222,0.0559353146853146,Low,0.2,1.0,0.3420430107526881,0.0559353146853146,0.4611042841567035,Moderate,Vulnerability=Low Vulnerability; Flood=High; MC failure=34.2%; Historical exposure=5.6%,50
Indramayu,Rice Miller,Medium,0.4999999437061118,Low Vulnerability,0.1176470588235294,0.5294117647058824,0.4705882352941176,Fails Under Scenario,21382891.73789168,0.8935617324505689,-5379278.359250844,1.028345717168585,High,4,0.4892156862745098,1.0055935314685314,0.4919521296105854,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=53%; Median C/R=0.89; HistFloodExp=0.06,Prepare contingency plan because many units fail under stress scenario.,INDRAMAYU,0.8168627450980392,1.0,1.0,Critical Failure Probability,Severe,-20517269.29030825,-45924210.328782015,-20724679.808873728,-10631924.124670887,0.0559353146853146,Low,0.2,0.55,0.8168627450980392,0.0559353146853146,0.4448092177430413,Moderate,Vulnerability=Low Vulnerability; Flood=Medium; MC failure=81.7%; Historical exposure=5.6%,51
Tasikmalaya,Farmer,High,0.5499976285304322,Low Vulnerability,0.0272727272727272,0.0909090909090909,0.9090909090909092,Survives Scenario,7013500.0,0.4203703703703704,5448084.393442623,0.5465641772920461,Moderate,2,0.5181818181818182,1.000655737704918,0.5185216095380031,Flood=High; Vulnerability=Low Vulnerability; FailShare=9%; Median C/R=0.42; HistFloodExp=0.01,Monitor periodically and prepare support if flood-risk scenario escalates.,TASIKMALAYA,0.1959999999999999,0.0,0.2183333333333333,Low Failure Probability,Watch,2790848.9521249607,1764799.3401480943,2801435.9299948644,3923208.438736194,0.0065573770491803,Low,0.2,1.0,0.1959999999999999,0.0065573770491803,0.419655737704918,Moderate,Vulnerability=Low Vulnerability; Flood=High; MC failure=19.6%; Historical exposure=0.7%,52
Garut,Rice Miller,Medium,0.4999999437061118,Low Vulnerability,0.4166666666666667,0.4583333333333333,0.5416666666666666,Survives Scenario,10700692.78252611,0.8343007229654195,2506379.8854325507,0.9643885054709904,Moderate,2,0.475,1.0394955433910351,0.4937603831107416,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=46%; Median C/R=0.83; HistFloodExp=0.39,Monitor periodically and prepare support if flood-risk scenario escalates.,GARUT,0.5730555555555555,0.8133333333333334,1.0,Critical Failure Probability,High,-3723423.912505134,-5189733.574650571,-3541943.102284057,785897.317556331,0.3949554339103519,Medium,0.2,0.55,0.5730555555555555,0.3949554339103519,0.41775943227992407,Moderate,Vulnerability=Low Vulnerability; Flood=Medium; MC failure=57.3%; Historical exposure=39.5%,53
Tasikmalaya,Rice Miller,Low,0.4500022590135356,Medium Vulnerability,0.2758620689655172,0.4482758620689655,0.5517241379310345,Survives Scenario,2160000.0,0.929340335124856,1305440.0,0.9758378220560212,Moderate,2,0.5063218390804598,1.000655737704918,0.5066538534011683,Flood=Low; Vulnerability=Medium Vulnerability; FailShare=45%; Median C/R=0.93; HistFloodExp=0.01,Monitor periodically and prepare support if flood-risk scenario escalates.,TASIKMALAYA,0.5057471264367815,0.67,1.0,Critical Failure Probability,High,-262283.3050570943,-1370825.255167776,-281309.16468696296,1183331.6798999417,0.0065573770491803,Low,0.6,0.2,0.5057471264367815,0.0065573770491803,0.3970925193141134,Moderate,Vulnerability=Medium Vulnerability; Flood=Low; MC failure=50.6%; Historical exposure=0.7%,54
Indramayu,Wholesaler,Medium,0.4999999437061118,Low Vulnerability,0.0,0.125,0.875,Survives Scenario,275500000.0,0.8271464646464646,76527005.00437064,0.9519124348102972,Routine,1,0.4083333333333333,1.0055935314685314,0.4106173586829836,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=12%; Median C/R=0.83; HistFloodExp=0.06,Routine monitoring.,INDRAMAYU,0.5804166666666667,0.8666666666666667,0.9733333333333332,Critical Failure Probability,High,-10131751.185294488,-32455350.41694332,-10276586.123842552,28472097.48180352,0.0559353146853146,Low,0.2,0.55,0.5804166666666667,0.0559353146853146,0.38569769813519816,Moderate,Vulnerability=Low Vulnerability; Flood=Medium; MC failure=58.0%; Historical exposure=5.6%,55
Subang,Rice Miller,Medium,0.4999999437061118,Low Vulnerability,0.1904761904761904,0.1904761904761904,0.8095238095238095,Survives Scenario,74124362.54852271,0.7525679967605681,46232669.86609271,0.8695638730269518,Routine,1,0.4214285714285714,1.03641466525278,0.4367747517851,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=19%; Median C/R=0.75; HistFloodExp=0.36,Routine monitoring.,SUBANG,0.3925396825396824,0.0533333333333333,0.9966666666666668,Low Failure Probability,Elevated,17943336.43617798,-780758.260910499,18259220.68255526,34271749.619674765,0.3641466525278,Medium,0.2,0.55,0.3925396825396824,0.3641466525278,0.36954958588770054,Moderate,Vulnerability=Low Vulnerability; Flood=Medium; MC failure=39.3%; Historical exposure=36.4%,56
Karawang,Farmer,Medium,0.4999999437061118,Low Vulnerability,0.0943396226415094,0.0943396226415094,0.9056603773584906,Survives Scenario,44410000.0,0.4823529411764706,38141650.0,0.5619411764705883,Routine,1,0.4022012578616352,1.1,0.4424213836477987,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=9%; Median C/R=0.48; HistFloodExp=1.00,Routine monitoring.,KARAWANG,0.1028930817610062,0.0,0.0,Low Failure Probability,Watch,27502185.13970153,23966776.50619978,27618099.718937665,33860502.713628806,1.0,High,0.2,0.55,0.1028930817610062,1.0,0.36072327044025154,Moderate,Vulnerability=Low Vulnerability; Flood=Medium; MC failure=10.3%; Historical exposure=100.0%,57
Garut,Farmer,Medium,0.4999999437061118,Low Vulnerability,0.2040816326530612,0.2346938775510204,0.7653061224489796,Survives Scenario,6111000.0,0.4172401236080481,5416094.246130918,0.4822980109602218,Routine,1,0.4302721088435374,1.0394955433910351,0.4472659395883195,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=23%; Median C/R=0.42; HistFloodExp=0.39,Routine monitoring.,GARUT,0.2890136054421768,0.0,0.9216666666666666,Low Failure Probability,Elevated,4636330.064231312,4336344.620253621,4635908.2001268,4929731.72662172,0.3949554339103519,Medium,0.2,0.55,0.2890136054421768,0.3949554339103519,0.34674894475157936,Low,Vulnerability=Low Vulnerability; Flood=Medium; MC failure=28.9%; Historical exposure=39.5%,58
Subang,Wholesaler,Medium,0.4999999437061118,Low Vulnerability,0.1428571428571428,0.1428571428571428,0.8571428571428571,Survives Scenario,67800000.0,0.6228310502283105,52118906.85013758,0.7196577353930221,Routine,1,0.4119047619047619,1.03641466525278,0.4269041359255498,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=14%; Median C/R=0.62; HistFloodExp=0.36,Routine monitoring.,SUBANG,0.1631746031746031,0.0,0.0,Low Failure Probability,Watch,39242622.748288974,27633753.78018079,39215111.97984176,47056797.72165317,0.3641466525278,Medium,0.2,0.55,0.1631746031746031,0.3641466525278,0.31220831604643073,Low,Vulnerability=Low Vulnerability; Flood=Medium; MC failure=16.3%; Historical exposure=36.4%,59
Subang,Farmer,Medium,0.4999999437061118,Low Vulnerability,0.0779220779220779,0.1168831168831168,0.8831168831168831,Survives Scenario,13120000.0,0.5085858585858586,10289758.299970264,0.5876517349426426,Routine,1,0.4067099567099567,1.03641466525278,0.4215201636385223,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=12%; Median C/R=0.51; HistFloodExp=0.36,Routine monitoring.,SUBANG,0.156017316017316,0.0,0.0,Low Failure Probability,Watch,7233572.545094913,6139603.753411867,7245812.573769081,8681756.711169673,0.3641466525278,Medium,0.2,0.55,0.156017316017316,0.3641466525278,0.31041899425710895,Low,Vulnerability=Low Vulnerability; Flood=Medium; MC failure=15.6%; Historical exposure=36.4%,60
Indramayu,Farmer,Medium,0.4999999437061118,Low Vulnerability,0.0967741935483871,0.1129032258064516,0.8870967741935484,Survives Scenario,17616000.0,0.5641353823411899,14194384.731206294,0.649229016044414,Routine,1,0.4059139784946236,1.0055935314685314,0.4081844711068501,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=11%; Median C/R=0.56; HistFloodExp=0.06,Routine monitoring.,INDRAMAYU,0.1583870967741935,0.0,0.0,Low Failure Probability,Watch,9872665.9778403,8695992.86542752,9890682.861184794,12356593.808857992,0.0559353146853146,Low,0.2,0.55,0.1583870967741935,0.0559353146853146,0.2801903056620798,Low,Vulnerability=Low Vulnerability; Flood=Medium; MC failure=15.8%; Historical exposure=5.6%,61
Garut,Rice Miller,Low,0.4500022590135356,Low Vulnerability,0.4166666666666667,0.4166666666666667,0.5833333333333334,Survives Scenario,10700692.78252611,0.8343007229654195,8207218.9275964275,0.8776633171339431,Moderate,2,0.35,1.0394955433910351,0.3638234401868622,Flood=Low; Vulnerability=Low Vulnerability; FailShare=42%; Median C/R=0.83; HistFloodExp=0.39,Monitor periodically and prepare support if flood-risk scenario escalates.,GARUT,0.4334722222222222,0.0,1.0,Low Failure Probability,Elevated,6167895.851507237,4701604.788742873,6155909.138218407,7709816.786747889,0.3949554339103519,Medium,0.2,0.2,0.4334722222222222,0.3949554339103519,0.27786359894659074,Low,Vulnerability=Low Vulnerability; Flood=Low; MC failure=43.3%; Historical exposure=39.5%,62
Tasikmalaya,Farmer,Medium,0.4999999437061118,Low Vulnerability,0.0272727272727272,0.0454545454545454,0.9545454545454546,Survives Scenario,7013500.0,0.4203703703703704,6343836.163934426,0.4834672738312083,Routine,1,0.3924242424242424,1.000655737704918,0.3926815697963239,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=5%; Median C/R=0.42; HistFloodExp=0.01,Routine monitoring.,TASIKMALAYA,0.0756060606060606,0.0,0.0,Low Failure Probability,Watch,5360123.863923449,4793670.432036618,5363742.066005118,5808425.174003094,0.0065573770491803,Low,0.2,0.55,0.0756060606060606,0.0065573770491803,0.25455725285643316,Low,Vulnerability=Low Vulnerability; Flood=Medium; MC failure=7.6%; Historical exposure=0.7%,63
Karawang,Farmer,Low,0.4500022590135356,Low Vulnerability,0.0943396226415094,0.0943396226415094,0.9056603773584906,Survives Scenario,44410000.0,0.4823529411764706,42320550.0,0.5088823529411765,Routine,1,0.2855345911949685,1.1,0.3140880503144654,Flood=Low; Vulnerability=Low Vulnerability; FailShare=9%; Median C/R=0.48; HistFloodExp=1.00,Routine monitoring.,KARAWANG,0.0943396226415094,0.0,0.0,Low Failure Probability,Watch,39576288.883561805,38139073.05800421,39563654.35166988,40967981.2594376,1.0,High,0.2,0.2,0.0943396226415094,1.0,0.2535849056603774,Low,Vulnerability=Low Vulnerability; Flood=Low; MC failure=9.4%; Historical exposure=100.0%,64
Indramayu,Rice Miller,Low,0.4500022590135356,Low Vulnerability,0.1176470588235294,0.3529411764705882,0.6470588235294118,Borderline,21382891.73789168,0.8935617324505689,11673046.63820988,0.9384897273565744,Moderate,2,0.3372549019607843,1.0055935314685314,0.3391413478678184,Flood=Low; Vulnerability=Low Vulnerability; FailShare=35%; Median C/R=0.89; HistFloodExp=0.06,Monitor periodically and prepare support if flood-risk scenario escalates.,INDRAMAYU,0.463921568627451,0.01,1.0,Low Failure Probability,Elevated,6075945.309239601,1440799.3942454471,5939163.183267206,10548281.528278716,0.0559353146853146,Low,0.2,0.2,0.463921568627451,0.0559353146853146,0.2515739236253942,Low,Vulnerability=Low Vulnerability; Flood=Low; MC failure=46.4%; Historical exposure=5.6%,65
Garut,Farmer,Low,0.4500022590135356,Low Vulnerability,0.2040816326530612,0.2142857142857142,0.7857142857142857,Survives Scenario,6111000.0,0.4172401236080481,5873749.348843216,0.4389260860587727,Routine,1,0.3095238095238095,1.0394955433910351,0.3217486205734156,Flood=Low; Vulnerability=Low Vulnerability; FailShare=21%; Median C/R=0.42; HistFloodExp=0.39,Routine monitoring.,GARUT,0.216734693877551,0.0,0.0,Low Failure Probability,Watch,5497377.621590262,5335115.398508732,5498469.7164318655,5731848.313779881,0.3949554339103519,Medium,0.2,0.2,0.216734693877551,0.3949554339103519,0.22367921686042294,Low,Vulnerability=Low Vulnerability; Flood=Low; MC failure=21.7%; Historical exposure=39.5%,66
