actor,Karawang,Garut,Subang,Indramayu,Tasikmalaya
Retail,0.9999999999999999,0.9394955433910351,0.9364146652527799,0.9055935314685314,0.9006557377049179
Middlemen,0.86,0.9394955433910351,0.9136527604908752,0.8926247814685314,0.9006557377049179
Wholesaler,0.966267857142857,0.9203055433910351,0.5195218081099229,0.5635779064685315,
Rice Miller,0.9999999999999999,0.6466205433910353,0.6417122843003991,0.6165641197038255,0.7600091859807802
Farmer,0.5317452830188679,0.49893176788083116,0.47782050940862414,0.4614241766298218,0.4199921013412816
