actor,region,region_key,dmu,predicted_vulnerability_label,base_cost,base_revenue,base_margin,historical_flood_exposure_score,historical_flood_exposure_level,external_data_coverage,flood_scenario,flood_probability_reference,monte_carlo_n_simulations,exposure_stress_modifier,failure_probability,expected_stressed_margin,p05_stressed_margin,p50_stressed_margin,p95_stressed_margin,expected_stressed_cost_revenue_ratio,cost_shock_min,cost_shock_mode,cost_shock_max,revenue_shock_min,revenue_shock_mode,revenue_shock_max,monte_carlo_risk_label
Farmer,Tasikmalaya,TASIKMALAYA,82,Low Vulnerability,571000.0,1620000.0,1049000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,971979.8460046467,946393.0900175441,972159.5649695103,996214.5993083575,0.38145320008377914,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,83,Low Vulnerability,576000.0,1620000.0,1044000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,966015.1427758561,941564.7100096314,966401.9197854181,990914.6882429793,0.3852319363169651,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,84,Low Vulnerability,7241000.0,27900000.0,20659000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,19459300.73567924,19051681.292347416,19453214.05486728,19893706.58018352,0.28103382721883885,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,85,Low Vulnerability,12068000.0,36450000.0,24382000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,22695605.243508287,22128589.064891785,22696004.103526056,23239765.175964337,0.35824034713052866,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,86,Low Vulnerability,22385000.0,48150000.0,25765000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,23227949.00297769,22475342.018128715,23238402.45487785,23966990.602177884,0.5030110042456797,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,87,Low Vulnerability,8923600.0,24900000.0,15976400.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,14773460.854150131,14419933.641494708,14771814.87681739,15163454.931951158,0.3882807864415698,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,88,Low Vulnerability,656000.0,1620000.0,964000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,882369.2070873844,857805.3546534737,882526.540678107,906986.4150592508,0.4383858600335632,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,89,Low Vulnerability,8624000.0,27900000.0,19276000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,18010520.552241582,17587313.242997672,18013569.59473961,18390602.91848052,0.33459176452106865,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,90,Low Vulnerability,681000.0,1620000.0,939000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,856063.6222663536,829620.068942803,855735.8675403683,883058.57138798,0.4552709772018483,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,91,Low Vulnerability,11948000.0,36450000.0,24502000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,22796207.74777379,22271149.597466763,22794847.832294405,23334727.94264099,0.3549276106262378,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,92,Low Vulnerability,662000.0,1620000.0,958000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,875467.4815939871,849913.8697451568,875166.2350043084,899526.700198125,0.44272259551374105,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,93,Low Vulnerability,706000.0,1620000.0,914000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,830344.7590463124,804642.2686886493,829470.5520470574,856509.620652377,0.47158450215429926,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,94,Low Vulnerability,11518000.0,36450000.0,24932000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,23268775.16226461,22753222.04530425,23260203.41821216,23819819.954155114,0.34202847352775706,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,95,Low Vulnerability,726000.0,1620000.0,894000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,808610.3915043714,782121.0185418767,808656.1389752738,833582.6599478495,0.48529158491961233,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,96,Low Vulnerability,656000.0,1620000.0,964000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,883190.5175672986,857426.7503792205,882976.388476656,907618.876779359,0.4382203005300723,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,97,Low Vulnerability,9203800.0,32400000.0,23196200.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,21751805.9360128,21300860.519084338,21750663.871207908,22228856.14905889,0.30763441440026634,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,98,Low Vulnerability,681000.0,1620000.0,939000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,856544.4284642288,831971.508408602,856399.2161425466,882773.0338967585,0.4550044343834446,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,99,Low Vulnerability,681000.0,1620000.0,939000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,856407.5549365112,830211.505151104,856202.8987558628,882152.5577965339,0.45502298725975365,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,100,Low Vulnerability,17352000.0,54450000.0,37098000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,34599004.67574622,33798594.713089146,34593639.24636101,35415287.132860415,0.345031744759303,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,101,Low Vulnerability,626000.0,1620000.0,994000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,913735.2889918699,888993.7698746861,913904.7742318847,938854.7261437555,0.4183844945598966,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,102,Low Vulnerability,608000.0,1620000.0,1012000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,932825.5331415398,908617.6690425283,932724.576659038,957458.4680576177,0.40642829843673645,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,103,Low Vulnerability,11116200.0,33300000.0,22183800.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,20643213.504152704,20144637.813482117,20639015.90864319,21139328.557963677,0.3611005837777285,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,104,Low Vulnerability,756000.0,1620000.0,864000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,777657.4827767822,750331.3574749551,777617.4219703125,804886.254546259,0.5051948497160856,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,105,Low Vulnerability,8456000.0,27900000.0,19444000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,18174039.682542734,17747983.273780707,18176846.879665777,18579845.876325957,0.32819107165233347,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,106,Low Vulnerability,14465000.0,48150000.0,33685000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,31517488.08760854,30835943.103846923,31501277.244252466,32225332.24343638,0.3252261067364309,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,107,Low Vulnerability,613000.0,1620000.0,1007000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,927876.7094470172,903109.4343012685,928082.1106376154,952149.3853445781,0.40950797041869064,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,108,Low Vulnerability,706000.0,1620000.0,914000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,830092.9594424958,803983.0897569195,830617.2421368037,854604.221633159,0.4717303061639306,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,109,Low Vulnerability,11203000.0,36450000.0,25247000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,23591592.107584488,23059454.275882557,23598665.498043347,24105192.549181003,0.3327014257854305,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Farmer,Tasikmalaya,TASIKMALAYA,110,Low Vulnerability,10478000.0,36450000.0,25972000.0,0.0065573770491803,Low,multi-year,Low,0.4500022590135356,1000,1.0006557377049181,0.0,24354514.344474662,23795734.249889538,24358754.466264673,24901012.723139245,0.3111906325958926,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,1,Low Vulnerability,341587133.4282999,424493194.51556,82906061.08726007,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.0,52075351.871859185,42987862.39336765,51911751.81366715,61012981.924024984,0.873465115589167,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,2,Low Vulnerability,323789614.4349477,455000000.0,131210385.56505227,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.0,100062531.72144982,90244592.7437898,100089427.53885964,109806233.16228066,0.7730287703133829,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,3,Low Vulnerability,245000000.0,390000000.0,145000000.0,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.0,120203884.31976028,112755897.59801053,120114928.5898044,127956283.23316218,0.6818928351693618,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,4,Low Vulnerability,280500000.0,390000000.0,109500000.0,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.0,82722501.09074908,74632039.71241857,82782688.56613079,90595983.62739879,0.781064250704283,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,5,Low Vulnerability,310549685.1159386,415320000.0,104770314.8840614,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.0,75401872.0893662,66923088.922975056,75305041.53775579,83861287.84738164,0.8126270548217076,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,6,High Vulnerability,213620037.98670465,44023191.6709336,-169596846.31577104,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,1.0,-181994867.73541826,-186544337.65044886,-181990737.5782492,-177584065.00989252,5.267910816828212,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Garut,GARUT,7,Low Vulnerability,169195037.98670465,235000000.0,65804962.01329535,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.0,49666227.27232808,44653396.15206472,49716698.06881082,54121520.4138962,0.781945352544262,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,8,Low Vulnerability,125000000.0,195000000.0,70000000.0,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.0,57389401.86094322,53577991.93423351,57339378.78316887,61332173.42564249,0.696196633120901,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,9,Low Vulnerability,155595037.98670465,198000000.0,42404962.01329535,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.0,28094504.268274855,23764139.22193744,28251393.5811864,32257691.968709953,0.8535962750398826,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,10,Low Vulnerability,142797518.99335232,180600000.0,37802481.006647676,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.0,24769853.789953507,20892948.07398377,24740199.456662998,28673202.311146244,0.8584829384779585,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,11,Low Vulnerability,84490146.65440015,97800000.0,13309853.345599845,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.0,5920141.269995686,3564625.5909679793,5965382.041270696,8149346.506289848,0.937589244909126,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,12,Low Vulnerability,52797518.99335233,68000000.0,15202481.006647669,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.0,10392275.281330567,8959828.811693981,10381325.144673534,11855186.191100474,0.8424003655411936,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,13,High Vulnerability,45310146.65440015,42120000.0,-3190146.6544001475,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,1.0,-6848846.328740704,-7939313.427951583,-6869598.158616632,-5707618.534143221,1.1678189225534517,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Garut,GARUT,14,Low Vulnerability,28204037.98670466,40800000.0,12595962.013295341,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.0,9852669.241923342,9054899.229287082,9853708.304974684,10711107.718895698,0.7507871248856313,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,15,Low Vulnerability,25194576.44824312,34000000.0,8805423.551756881,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.0,6426654.503395772,5702346.022475337,6455345.4586394,7127272.3338655615,0.8049269792164696,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Garut,GARUT,16,High Vulnerability,29350000.0,29340000.0,-10000.0,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,1.0,-2464137.55576565,-3192061.0205493504,-2474200.4641880896,-1748661.9137991846,1.086794942546325,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Garut,GARUT,17,High Vulnerability,25120146.654400147,22820000.0,-2300146.6544001475,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,1.0,-4317107.716286945,-4911289.438292298,-4310713.913527569,-3675343.995017653,1.1952873771604113,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Garut,GARUT,18,Medium Vulnerability,17799538.46153846,19400000.00000001,1600461.538461551,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,0.424,70786.78859918652,-387091.69247572834,68303.9514871724,549172.4225843559,0.9963163193544388,0.02,0.05,0.08,0.01,0.03,0.05,Moderate Failure Probability
Rice Miller,Garut,GARUT,19,High Vulnerability,25450146.654400147,21880292.7120669,-3569853.9423332475,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,1.0,-5567118.087717885,-6185057.380624697,-5564975.088673027,-4955637.409223665,1.2627229978870191,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Garut,GARUT,20,High Vulnerability,26250146.654400147,22560000.0,-3690146.6544001475,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,1.0,-5770623.048031275,-6398011.0189460395,-5774724.089148404,-5097986.421163233,1.264194192208589,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Garut,GARUT,21,High Vulnerability,8745037.98670466,5920000.0,-2825037.9867046606,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,1.0,-3464017.67686485,-3673345.3708125916,-3463536.9381700084,-3258047.3252949445,1.603972824911517,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Garut,GARUT,22,High Vulnerability,8745037.98670466,5920000.0,-2825037.9867046606,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,1.0,-3468099.571951855,-3670921.1192143117,-3472348.3081312426,-3253256.29578259,1.6047252043422253,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Garut,GARUT,23,High Vulnerability,8745037.98670466,5920000.0,-2825037.9867046606,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,1.0,-3462527.301841206,-3657768.633063109,-3463278.907939318,-3260957.1275482746,1.6038604352490933,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Garut,GARUT,24,High Vulnerability,8745037.98670466,5520000.0,-3225037.9867046606,0.3949554339103519,Medium,multi-year,Low,0.4500022590135356,1000,1.0394955433910351,1.0,-3846065.080650065,-4032047.582963844,-3845111.569752212,-3647944.1963964603,1.7192316083985093,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Indramayu,INDRAMAYU,1,Low Vulnerability,5019574728.395065,5868000000.0,848425271.6049347,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,0.0,423358071.2049152,293565827.97467774,423084424.9473467,551053318.3931292,0.9256880259927864,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Indramayu,INDRAMAYU,2,Low Vulnerability,355525108.2621083,415320000.0,59794891.737891674,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,0.0,29292749.393656205,19704996.08252612,29178995.68304047,38530328.36933616,0.9273268812737215,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Indramayu,INDRAMAYU,3,Low Vulnerability,4249599538.461538,6126481959.378733,1876882420.9171948,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,0.0,1481201048.898411,1355893957.7233336,1484188541.0135808,1599318219.8881733,0.7507525582853183,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Indramayu,INDRAMAYU,4,Low Vulnerability,1619199538.4615386,2488719167.09336,869519628.6318214,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,0.0,713055500.2270868,665384385.6986265,712679965.2383068,759553427.1980717,0.7045759730304114,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Indramayu,INDRAMAYU,5,Low Vulnerability,612190075.9734093,748695750.128008,136505674.1545987,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,0.0,83189304.75776707,67517425.41695037,82925789.79455638,98733409.08818965,0.8855085213268312,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Indramayu,INDRAMAYU,6,Low Vulnerability,441599538.4615384,570027132.047562,128427593.58602363,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,0.0,89350300.48932895,77605812.7817723,89349358.65360656,100727593.16812268,0.8384546648642182,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Indramayu,INDRAMAYU,7,Low Vulnerability,315979690.4083571,378147096.7741936,62167406.3658365,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,0.0,34912177.2609674,27047483.403329764,34929708.49522728,42942460.60441173,0.9048685827968473,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Indramayu,INDRAMAYU,8,Low Vulnerability,346537513.2953467,402887182.6932923,56349669.39794564,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,0.0,26582090.745290276,18024040.375262007,26367906.031271994,35368203.079238065,0.9320160168060742,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Indramayu,INDRAMAYU,9,Medium Vulnerability,348138153.6227024,357702000.0,9563846.37729758,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,1.0,-18726492.875046562,-27255581.884820353,-18788590.036596328,-10124148.356182013,1.0540778956755252,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Indramayu,INDRAMAYU,10,Medium Vulnerability,355525108.2621083,376908000.0,21382891.737891674,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,0.922,-7735783.32409313,-16730401.693027634,-7616325.003719032,1292706.1293337625,1.0212396942987498,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Indramayu,INDRAMAYU,11,Medium Vulnerability,361351584.5635848,375078857.1428571,13727272.57927227,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,1.0,-16154482.546399696,-24763038.98548509,-16049437.80340296,-7650869.798289457,1.0444835204092127,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Indramayu,INDRAMAYU,12,Medium Vulnerability,366599538.4615385,376908000.0,10308461.538461506,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,1.0,-19529154.164844856,-28455089.666061923,-19379289.9784185,-10878149.855338573,1.0534853142815268,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Indramayu,INDRAMAYU,13,Medium Vulnerability,371599538.4615385,376908000.0,5308461.538461506,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,1.0,-24810347.219420563,-33879195.33749246,-24742530.60437885,-16043262.35204939,1.0679638013349397,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Indramayu,INDRAMAYU,14,Medium Vulnerability,169574728.39506176,189773937.532002,20199209.13694024,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,0.009,5999689.345540251,1578774.3459857614,6050472.596410677,10208336.043881508,0.9674785047748471,0.02,0.05,0.08,0.01,0.03,0.05,Low Failure Probability
Rice Miller,Indramayu,INDRAMAYU,15,Medium Vulnerability,90000000.0,94886968.766001,4886968.766001001,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,0.965,-2452361.235847018,-4790919.586680988,-2491977.8618855625,-165746.1691124809,1.026731814954939,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Indramayu,INDRAMAYU,16,High Vulnerability,37000000.0,31108989.588667,-5891010.411332998,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,1.0,-8689355.319305774,-9529461.875797592,-8668487.775319949,-7824027.848582258,1.2881330555522472,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Indramayu,INDRAMAYU,17,High Vulnerability,27200000.0,24580000.0,-2620000.0,0.0559353146853146,Low,multi-year,Low,0.4500022590135356,1000,1.0055935314685314,1.0,-4722263.664134757,-5365579.558909452,-4717950.909648677,-4085859.5925437165,1.1982054107562479,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Karawang,KARAWANG,1,Medium Vulnerability,677300000.0,720720000.0,43420000.0,1.0,High,multi-year,Low,0.4500022590135356,1000,1.1,0.956,-18085191.317518808,-36423873.59419756,-18489634.41084677,-239106.42044717693,1.0260362237943896,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Karawang,KARAWANG,2,Medium Vulnerability,575599538.4615384,622000000.0,46400461.538461566,1.0,High,multi-year,Low,0.4500022590135356,1000,1.1,0.716,-5720113.9640132515,-21181115.843042295,-5546068.94359839,9928235.037637666,1.0095973098807487,0.02,0.05,0.08,0.01,0.03,0.05,High Failure Probability
Rice Miller,Karawang,KARAWANG,3,High Vulnerability,166487594.96676165,158100000.0,-8387594.966761649,1.0,High,multi-year,Low,0.4500022590135356,1000,1.1,1.0,-22798460.527311232,-27565908.146030046,-22741772.99428682,-18264954.27446557,1.1492495627451684,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Karawang,KARAWANG,4,High Vulnerability,163987594.96676165,158100000.0,-5887594.966761649,1.0,High,multi-year,Low,0.4500022590135356,1000,1.1,1.0,-20058780.743722167,-24280163.480268292,-20054452.907219827,-16088246.265641704,1.1312691436007536,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Karawang,KARAWANG,5,Medium Vulnerability,115687594.96676163,124400000.0,8712405.033238366,1.0,High,multi-year,Low,0.4500022590135356,1000,1.1,0.788,-1707820.2864169248,-4943843.722560143,-1688004.1803367287,1475003.8035344114,1.0142766777739092,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Karawang,KARAWANG,6,High Vulnerability,109190075.97340932,100400000.0,-8790075.973409325,1.0,High,multi-year,Low,0.4500022590135356,1000,1.1,1.0,-18133053.581425037,-21037491.802245203,-18091433.929394275,-15236373.855489904,1.1868843341219777,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Karawang,KARAWANG,7,High Vulnerability,117987594.96676163,114900000.0,-3087594.9667616338,1.0,High,multi-year,Low,0.4500022590135356,1000,1.1,1.0,-13417909.053199407,-16548398.830207765,-13460689.963577665,-10280796.176938174,1.120838330978017,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Karawang,KARAWANG,8,High Vulnerability,94285113.96011396,83800000.0,-10485113.960113958,1.0,High,multi-year,Low,0.4500022590135356,1000,1.1,1.0,-18431223.902451124,-20648814.683711234,-18397504.031685874,-16124166.719397984,1.2274597485995473,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Karawang,KARAWANG,9,Medium Vulnerability,80099538.46153846,80372473.9716675,272935.5101290345,1.0,High,multi-year,Low,0.4500022590135356,1000,1.1,1.0,-6786190.316748769,-8955197.505243573,-6782080.160952933,-4638299.996901322,1.0873973862406499,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
Rice Miller,Karawang,KARAWANG,10,High Vulnerability,67987594.96676165,63200000.000000015,-4787594.966761634,1.0,High,multi-year,Low,0.4500022590135356,1000,1.1,1.0,-10564815.803483834,-12384705.02048205,-10533109.446553271,-8796837.408091158,1.172952154162775,0.02,0.05,0.08,0.01,0.03,0.05,Critical Failure Probability
