actor,100,250,500,1000,range_100_to_1000
Farmer,0.28325,0.28293,0.28275500000000003,0.28288250000000004,-0.0003674999999999651
Middlemen,0.97375,0.9732692307692308,0.97375,0.973701923076923,-4.807692307695621e-05
Retail,1.0,1.0,1.0,1.0,0.0
Rice Miller,0.9728571428571429,0.9694857142857144,0.9695238095238095,0.9705428571428572,-0.002314285714285713
Wholesaler,0.7477631578947368,0.7466315789473684,0.7463157894736842,0.7469078947368422,-0.0008552631578946368
