region,actor,flood_scenario,lhs_enhanced_priority_score,lhs_mean_failure_probability,historical_flood_exposure_score,removed_component,removed_component_label,ablated_priority_score,score_change,absolute_score_change,full_rank,ablated_rank,rank_shift
Tasikmalaya,Farmer,Low,0.2420989195230998,0.0357727272727272,0.0065573770491803,lhs_component_flood,Flood scenario,0.21168744825302185,-0.030411471270077955,0.030411471270077955,72.0,72.0,0.0
Karawang,Retail,High,1.0,1.0,1.0,lhs_component_failure_probability,LHS failure probability,0.9999999999999999,-1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,0.0
Karawang,Rice Miller,High,0.9925,1.0,1.0,lhs_component_failure_probability,LHS failure probability,0.9899999999999999,-0.0025000000000001688,0.0025000000000001688,2.0,2.0,0.0
Karawang,Wholesaler,High,0.9561607142857144,0.8646428571428572,1.0,lhs_component_failure_probability,LHS failure probability,0.9866666666666666,0.030505952380952217,0.030505952380952217,3.0,3.0,0.0
Garut,Retail,High,0.9394955433910352,1.0,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.9193273911880468,-0.0201681522029884,0.0201681522029884,4.0,4.0,0.0
Subang,Retail,High,0.93641466525278,1.0,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.9152195536703732,-0.021195111582406834,0.021195111582406834,5.0,5.0,0.0
Garut,Middlemen,High,0.9344955433910352,1.0,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.9126607245213801,-0.021834818869655104,0.021834818869655104,6.0,6.0,0.0
Karawang,Retail,Medium,0.9166666666666666,1.0,1.0,lhs_component_failure_probability,LHS failure probability,0.8888888888888887,-0.0277777777777779,0.0277777777777779,7.0,9.0,2.0
Garut,Wholesaler,High,0.9104205433910352,0.9237,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.9059940578547135,-0.004426485536321634,0.004426485536321634,8.0,8.0,0.0
Karawang,Rice Miller,Medium,0.9091666666666666,1.0,1.0,lhs_component_failure_probability,LHS failure probability,0.8788888888888887,-0.030277777777777848,0.030277777777777848,9.0,10.0,1.0
Subang,Middlemen,High,0.9084979985861134,0.9083333333333332,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.9085528870037065,5.4888417593157435e-05,5.4888417593157435e-05,10.0,7.0,-3.0
Indramayu,Retail,High,0.9055935314685316,1.0,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.8741247086247085,-0.03146882284382313,0.03146882284382313,11.0,12.0,1.0
Tasikmalaya,Retail,High,0.900655737704918,1.0,0.0065573770491803,lhs_component_failure_probability,LHS failure probability,0.8675409836065573,-0.03311475409836073,0.03311475409836073,12.0,13.0,1.0
Tasikmalaya,Middlemen,High,0.895655737704918,1.0,0.0065573770491803,lhs_component_failure_probability,LHS failure probability,0.8608743169398906,-0.03478142076502744,0.03478142076502744,13.0,15.0,2.0
Indramayu,Middlemen,High,0.8880154064685315,0.9496875,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.8674580419580418,-0.02055736451048973,0.02055736451048973,14.0,14.0,0.0
Karawang,Middlemen,High,0.8783333333333333,1.0,1.0,lhs_component_failure_probability,LHS failure probability,0.8377777777777776,-0.04055555555555568,0.04055555555555568,15.0,16.0,1.0
Garut,Retail,Medium,0.8561622100577019,1.0,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.8082162800769357,-0.04794592998076619,0.04794592998076619,16.0,17.0,1.0
Karawang,Wholesaler,Medium,0.853095238095238,0.7857142857142857,1.0,lhs_component_failure_probability,LHS failure probability,0.8755555555555554,0.022460317460317403,0.022460317460317403,17.0,11.0,-6.0
Subang,Retail,Medium,0.8530813319194467,1.0,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.8041084425592621,-0.048972889360184624,0.048972889360184624,18.0,18.0,0.0
Garut,Middlemen,Medium,0.8511622100577019,1.0,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.801549613410269,-0.049612596647432894,0.049612596647432894,19.0,19.0,0.0
Karawang,Retail,Low,0.8333333333333334,1.0,1.0,lhs_component_failure_probability,LHS failure probability,0.7777777777777777,-0.05555555555555569,0.05555555555555569,20.0,22.0,2.0
Garut,Wholesaler,Medium,0.8226872100577018,0.9061,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.7948829467436024,-0.027804263314099464,0.027804263314099464,21.0,21.0,0.0
Indramayu,Retail,Medium,0.8222601981351981,1.0,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.7630135975135973,-0.05924660062160081,0.05924660062160081,22.0,25.0,3.0
Tasikmalaya,Retail,Medium,0.8173224043715847,1.0,0.0065573770491803,lhs_component_failure_probability,LHS failure probability,0.7564298724954461,-0.06089253187613852,0.06089253187613852,23.0,26.0,3.0
Karawang,Rice Miller,Low,0.8164583333333333,0.9625,1.0,lhs_component_failure_probability,LHS failure probability,0.7677777777777777,-0.048680555555555616,0.048680555555555616,24.0,23.0,-1.0
Tasikmalaya,Middlemen,Medium,0.8123224043715846,1.0,0.0065573770491803,lhs_component_failure_probability,LHS failure probability,0.7497632058287794,-0.06255919854280523,0.06255919854280523,25.0,28.0,3.0
Subang,Middlemen,Medium,0.8023075223956372,0.8169047619047619,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.7974417758925954,-0.0048657465030418345,0.0048657465030418345,26.0,20.0,-6.0
Karawang,Middlemen,Medium,0.7949999999999999,1.0,1.0,lhs_component_failure_probability,LHS failure probability,0.7266666666666665,-0.06833333333333347,0.06833333333333347,27.0,29.0,2.0
Tasikmalaya,Rice Miller,High,0.7760580365554927,0.9982758620689656,0.0065573770491803,lhs_component_failure_probability,LHS failure probability,0.7019854280510017,-0.07407260850449093,0.07407260850449093,28.0,30.0,2.0
Garut,Retail,Low,0.7713343115069773,0.9940217391304348,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.6971051689658246,-0.07422914254115265,0.07422914254115265,29.0,31.0,2.0
Karawang,Wholesaler,Low,0.7697619047619048,0.7857142857142857,1.0,lhs_component_failure_probability,LHS failure probability,0.7644444444444444,-0.005317460317460387,0.005317460317460387,30.0,24.0,-6.0
Subang,Retail,Low,0.7697479985861134,1.0,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.692997331448151,-0.07675066713796241,0.07675066713796241,31.0,32.0,1.0
Garut,Middlemen,Low,0.7678288767243686,1.0,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.6904385022991579,-0.07739037442521068,0.07739037442521068,32.0,33.0,1.0
Indramayu,Middlemen,Medium,0.7487836356351981,0.72609375,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.7563469308469306,0.00756329521173249,0.00756329521173249,33.0,27.0,-6.0
Indramayu,Retail,Low,0.7389268648018649,1.0,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.6519024864024863,-0.0870243783993786,0.0870243783993786,34.0,37.0,3.0
Tasikmalaya,Retail,Low,0.7339890710382514,1.0,0.0065573770491803,lhs_component_failure_probability,LHS failure probability,0.6453187613843351,-0.08867030965391631,0.08867030965391631,35.0,38.0,3.0
Tasikmalaya,Middlemen,Low,0.7204545882796306,0.9658620689655172,0.0065573770491803,lhs_component_failure_probability,LHS failure probability,0.6386520947176684,-0.08180249356196223,0.08180249356196223,36.0,40.0,4.0
Garut,Wholesaler,Low,0.7144538767243686,0.8065000000000001,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.6837718356324913,-0.03068204109187722,0.03068204109187722,37.0,35.0,-2.0
Garut,Rice Miller,High,0.6862403350577019,0.9503125,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.5982162800769357,-0.08802405498076615,0.08802405498076615,38.0,42.0,4.0
Subang,Rice Miller,High,0.6799563319194467,0.9375,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.5941084425592621,-0.08584788936018461,0.08584788936018461,39.0,43.0,4.0
Tasikmalaya,Rice Miller,Medium,0.6623152204635386,0.8766379310344827,0.0065573770491803,lhs_component_failure_probability,LHS failure probability,0.5908743169398906,-0.07144090352364807,0.07144090352364807,40.0,44.0,4.0
Indramayu,Rice Miller,High,0.6562675510763746,0.9660294117647058,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.5530135975135972,-0.10325395356277733,0.10325395356277733,41.0,49.0,8.0
Karawang,Middlemen,Low,0.6557291666666667,0.77625,1.0,lhs_component_failure_probability,LHS failure probability,0.6155555555555554,-0.040173611111111285,0.040173611111111285,42.0,41.0,-1.0
Subang,Middlemen,Low,0.6402539509670657,0.5020238095238095,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.6863306647814843,0.04607671381441858,0.04607671381441858,43.0,34.0,-9.0
Indramayu,Middlemen,Low,0.6315440523018648,0.59046875,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.6452358197358196,0.013691767433954727,0.013691767433954727,44.0,39.0,-5.0
Indramayu,Wholesaler,High,0.6006976981351981,0.75375,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.5496802641802639,-0.05101743395493419,0.05101743395493419,45.0,50.0,5.0
Karawang,Farmer,High,0.5609827044025156,0.2472641509433962,1.0,lhs_component_failure_probability,LHS failure probability,0.6655555555555555,0.10457285115303983,0.10457285115303983,46.0,36.0,-10.0
Subang,Wholesaler,High,0.5557896652527801,0.4508333333333333,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.5907751092259288,0.03498544397314873,0.03498544397314873,47.0,45.0,-2.0
Indramayu,Rice Miller,Medium,0.5350298059783354,0.8144117647058824,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.4419024864024861,-0.0931273195758493,0.0931273195758493,48.0,60.0,12.0
Garut,Farmer,High,0.528024454955661,0.3574489795918367,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.5848829467436024,0.056858491787941445,0.056858491787941445,49.0,46.0,-3.0
Garut,Rice Miller,Medium,0.5090788767243686,0.5750000000000001,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.48710516896582445,-0.021973707758544125,0.021973707758544125,50.0,53.0,3.0
Subang,Farmer,High,0.5068475656856803,0.2850649350649351,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.5807751092259288,0.07392754354024844,0.07392754354024844,51.0,47.0,-4.0
Indramayu,Farmer,High,0.4906876174900368,0.3437096774193548,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.5396802641802639,0.048992646690227126,0.048992646690227126,52.0,51.0,-1.0
Tasikmalaya,Rice Miller,Low,0.4860077491991708,0.5047413793103448,0.0065573770491803,lhs_component_failure_probability,LHS failure probability,0.4797632058287794,-0.0062445433703913755,0.0062445433703913755,53.0,55.0,2.0
Indramayu,Wholesaler,Medium,0.4724815523018648,0.57421875,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.4385691530691528,-0.033912399232712,0.033912399232712,54.0,61.0,7.0
Subang,Rice Miller,Medium,0.4610872843003989,0.3953571428571428,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.4829973314481508,0.02191004714775191,0.02191004714775191,55.0,54.0,-1.0
Tasikmalaya,Farmer,High,0.4488451316443119,0.1960909090909091,0.0065573770491803,lhs_component_failure_probability,LHS failure probability,0.5330965391621127,0.08425140751780086,0.08425140751780086,56.0,52.0,-4.0
Karawang,Farmer,Medium,0.4415526729559748,0.102877358490566,1.0,lhs_component_failure_probability,LHS failure probability,0.5544444444444442,0.1128917714884694,0.1128917714884694,57.0,48.0,-9.0
Garut,Farmer,Medium,0.4275163767243685,0.28875,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.47377183563249115,0.04625545890812266,0.04625545890812266,58.0,57.0,-1.0
Subang,Wholesaler,Medium,0.4004920462051609,0.1629761904761904,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.4796639981148175,0.07917195190965665,0.07917195190965665,59.0,56.0,-3.0
Subang,Farmer,Medium,0.3913794920926068,0.156525974025974,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.4696639981148175,0.07828450602221071,0.07828450602221071,60.0,58.0,-2.0
Garut,Rice Miller,Low,0.3904851267243685,0.4339583333333333,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.3759940578547134,-0.014491068869655122,0.014491068869655122,61.0,64.0,3.0
Indramayu,Rice Miller,Low,0.3646376491155902,0.4661764705882353,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.33079137529137503,-0.03384627382421518,0.03384627382421518,62.0,69.0,7.0
Indramayu,Farmer,Medium,0.3608522680276712,0.1577016129032258,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.4285691530691528,0.0677168850414816,0.0677168850414816,63.0,62.0,-1.0
Karawang,Farmer,Low,0.3560849056603773,0.0943396226415094,1.0,lhs_component_failure_probability,LHS failure probability,0.44333333333333313,0.08724842767295582,0.08724842767295582,64.0,59.0,-5.0
Tasikmalaya,Farmer,Medium,0.3354549801291604,0.0758636363636363,0.0065573770491803,lhs_component_failure_probability,LHS failure probability,0.42198542805100153,0.08653044792184111,0.08653044792184111,65.0,63.0,-2.0
Subang,Rice Miller,Low,0.3265337128718275,0.1904761904761904,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.3718862203370398,0.0453525074652123,0.0453525074652123,66.0,65.0,-1.0
Garut,Farmer,Low,0.3263386556359331,0.2173724489795918,0.3949554339103519,lhs_component_failure_probability,LHS failure probability,0.3626607245213801,0.03632206888544698,0.03632206888544698,67.0,67.0,0.0
Subang,Wholesaler,Low,0.3121289509670657,0.1428571428571428,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.3685528870037065,0.056423936036640754,0.056423936036640754,68.0,66.0,-2.0
Subang,Farmer,Low,0.2958302496683643,0.1076623376623376,0.3641466525278,lhs_component_failure_probability,LHS failure probability,0.35855288700370647,0.06272263733534217,0.06272263733534217,69.0,68.0,-1.0
Indramayu,Wholesaler,Low,0.2735232189685314,0.11171875,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.32745804195804173,0.053934822989510356,0.053934822989510356,70.0,70.0,0.0
Indramayu,Farmer,Low,0.2661479669524024,0.1122177419354838,0.0559353146853146,lhs_component_failure_probability,LHS failure probability,0.3174580419580417,0.05131007500563933,0.05131007500563933,71.0,71.0,0.0
Tasikmalaya,Farmer,Low,0.2420989195230998,0.0357727272727272,0.0065573770491803,lhs_component_failure_probability,LHS failure probability,0.3108743169398905,0.06877539741679067,0.06877539741679067,72.0,72.0,0.0
Karawang,Retail,High,1.0,1.0,1.0,lhs_component_historical_exposure,Historical exposure,1.0,0.0,0.0,1.0,1.0,0.0
Karawang,Rice Miller,High,0.9925,1.0,1.0,lhs_component_historical_exposure,Historical exposure,0.9916666666666667,-0.0008333333333333526,0.0008333333333333526,2.0,8.0,6.0
Karawang,Wholesaler,High,0.9561607142857144,0.8646428571428572,1.0,lhs_component_historical_exposure,Historical exposure,0.9512896825396825,-0.004871031746031873,0.004871031746031873,3.0,12.0,9.0
Garut,Retail,High,0.9394955433910352,1.0,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,1.0,0.06050445660896475,0.06050445660896475,4.0,1.0,-3.0
Subang,Retail,High,0.93641466525278,1.0,0.3641466525278,lhs_component_historical_exposure,Historical exposure,1.0,0.06358533474721995,0.06358533474721995,5.0,1.0,-4.0
Garut,Middlemen,High,0.9344955433910352,1.0,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.9944444444444445,0.05994890105340922,0.05994890105340922,6.0,6.0,0.0
Karawang,Retail,Medium,0.9166666666666666,1.0,1.0,lhs_component_historical_exposure,Historical exposure,0.9074074074074073,-0.0092592592592593,0.0092592592592593,7.0,13.0,6.0
Garut,Wholesaler,High,0.9104205433910352,0.9237,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.9676944444444443,0.057273901053409126,0.057273901053409126,8.0,11.0,3.0
Karawang,Rice Miller,Medium,0.9091666666666666,1.0,1.0,lhs_component_historical_exposure,Historical exposure,0.8990740740740739,-0.010092592592592653,0.010092592592592653,9.0,20.0,11.0
Subang,Middlemen,High,0.9084979985861134,0.9083333333333332,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.9689814814814814,0.06048348289536809,0.06048348289536809,10.0,10.0,0.0
Indramayu,Retail,High,0.9055935314685316,1.0,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,1.0,0.09440646853146839,0.09440646853146839,11.0,1.0,-10.0
Tasikmalaya,Retail,High,0.900655737704918,1.0,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,1.0,0.09934426229508198,0.09934426229508198,12.0,1.0,-11.0
Tasikmalaya,Middlemen,High,0.895655737704918,1.0,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.9944444444444445,0.09878870673952644,0.09878870673952644,13.0,6.0,-7.0
Indramayu,Middlemen,High,0.8880154064685315,0.9496875,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.98046875,0.0924533435314685,0.0924533435314685,14.0,9.0,-5.0
Karawang,Middlemen,High,0.8783333333333333,1.0,1.0,lhs_component_historical_exposure,Historical exposure,0.8648148148148148,-0.013518518518518485,0.013518518518518485,15.0,22.0,7.0
Garut,Retail,Medium,0.8561622100577019,1.0,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.9074074074074073,0.05124519734970545,0.05124519734970545,16.0,13.0,-3.0
Karawang,Wholesaler,Medium,0.853095238095238,0.7857142857142857,1.0,lhs_component_historical_exposure,Historical exposure,0.8367724867724866,-0.016322751322751405,0.016322751322751405,17.0,25.0,8.0
Subang,Retail,Medium,0.8530813319194467,1.0,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.9074074074074073,0.054326075487960646,0.054326075487960646,18.0,13.0,-5.0
Garut,Middlemen,Medium,0.8511622100577019,1.0,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.9018518518518518,0.05068964179414992,0.05068964179414992,19.0,18.0,-1.0
Karawang,Retail,Low,0.8333333333333334,1.0,1.0,lhs_component_historical_exposure,Historical exposure,0.8148148148148148,-0.0185185185185186,0.0185185185185186,20.0,27.0,7.0
Garut,Wholesaler,Medium,0.8226872100577018,0.9061,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.8702129629629628,0.047525752905260954,0.047525752905260954,21.0,21.0,0.0
Indramayu,Retail,Medium,0.8222601981351981,1.0,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.9074074074074073,0.0851472092722092,0.0851472092722092,22.0,13.0,-9.0
Tasikmalaya,Retail,Medium,0.8173224043715847,1.0,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.9074074074074073,0.09008500303582267,0.09008500303582267,23.0,13.0,-10.0
Karawang,Rice Miller,Low,0.8164583333333333,0.9625,1.0,lhs_component_historical_exposure,Historical exposure,0.7960648148148148,-0.02039351851851845,0.02039351851851845,24.0,34.0,10.0
Tasikmalaya,Middlemen,Medium,0.8123224043715846,1.0,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.9018518518518518,0.08952944748026714,0.08952944748026714,25.0,18.0,-7.0
Subang,Middlemen,Medium,0.8023075223956372,0.8169047619047619,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.8509920634920634,0.04868454109642617,0.04868454109642617,26.0,24.0,-2.0
Karawang,Middlemen,Medium,0.7949999999999999,1.0,1.0,lhs_component_historical_exposure,Historical exposure,0.7722222222222221,-0.022777777777777786,0.022777777777777786,27.0,35.0,8.0
Tasikmalaya,Rice Miller,High,0.7760580365554927,0.9982758620689656,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.861558109833972,0.0855000732784793,0.0855000732784793,28.0,23.0,-5.0
Garut,Retail,Low,0.7713343115069773,0.9940217391304348,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.8131541867954911,0.04181987528851383,0.04181987528851383,29.0,31.0,2.0
Karawang,Wholesaler,Low,0.7697619047619048,0.7857142857142857,1.0,lhs_component_historical_exposure,Historical exposure,0.744179894179894,-0.025582010582010706,0.025582010582010706,30.0,37.0,7.0
Subang,Retail,Low,0.7697479985861134,1.0,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.8148148148148148,0.045066816228701345,0.045066816228701345,31.0,27.0,-4.0
Garut,Middlemen,Low,0.7678288767243686,1.0,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.8092592592592592,0.04143038253489062,0.04143038253489062,32.0,32.0,0.0
Indramayu,Middlemen,Medium,0.7487836356351981,0.72609375,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.8257667824074073,0.07698314677220919,0.07698314677220919,33.0,26.0,-7.0
Indramayu,Retail,Low,0.7389268648018649,1.0,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.8148148148148148,0.0758879500129499,0.0758879500129499,34.0,27.0,-7.0
Tasikmalaya,Retail,Low,0.7339890710382514,1.0,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.8148148148148148,0.08082574377656337,0.08082574377656337,35.0,27.0,-8.0
Tasikmalaya,Middlemen,Low,0.7204545882796306,0.9658620689655172,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.7997765006385695,0.07932191235893893,0.07932191235893893,36.0,33.0,-3.0
Garut,Wholesaler,Low,0.7144538767243686,0.8065000000000001,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.7499537037037036,0.03549982697933507,0.03549982697933507,37.0,36.0,-1.0
Garut,Rice Miller,High,0.6862403350577019,0.9503125,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.718605324074074,0.03236498901637208,0.03236498901637208,38.0,40.0,2.0
Subang,Rice Miller,High,0.6799563319194467,0.9375,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.7150462962962962,0.035089964376849525,0.035089964376849525,39.0,41.0,2.0
Tasikmalaya,Rice Miller,Medium,0.6623152204635386,0.8766379310344827,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.7351772030651338,0.07286198260159515,0.07286198260159515,40.0,38.0,-2.0
Indramayu,Rice Miller,High,0.6562675510763746,0.9660294117647058,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.7229711328976034,0.06670358182122882,0.06670358182122882,41.0,39.0,-2.0
Karawang,Middlemen,Low,0.6557291666666667,0.77625,1.0,lhs_component_historical_exposure,Historical exposure,0.6174768518518519,-0.038252314814814836,0.038252314814814836,42.0,45.0,3.0
Subang,Middlemen,Low,0.6402539509670657,0.5020238095238095,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.6709325396825396,0.03067858871547391,0.03067858871547391,43.0,43.0,0.0
Indramayu,Middlemen,Low,0.6315440523018648,0.59046875,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.6955005787037036,0.0639565264018388,0.0639565264018388,44.0,42.0,-2.0
Indramayu,Wholesaler,High,0.6006976981351981,0.75375,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.6612268518518517,0.06052915371665357,0.06052915371665357,45.0,44.0,-1.0
Karawang,Farmer,High,0.5609827044025156,0.2472641509433962,1.0,lhs_component_historical_exposure,Historical exposure,0.512203004891684,-0.04877969951083161,0.04877969951083161,46.0,54.0,8.0
Subang,Wholesaler,High,0.5557896652527801,0.4508333333333333,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.5770833333333332,0.021293668080553108,0.021293668080553108,47.0,47.0,0.0
Indramayu,Rice Miller,Medium,0.5350298059783354,0.8144117647058824,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.5882625272331155,0.05323272125478007,0.05323272125478007,48.0,46.0,-2.0
Garut,Farmer,High,0.528024454955661,0.3574489795918367,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.542809901738473,0.014785446782812017,0.014785446782812017,49.0,48.0,-1.0
Garut,Rice Miller,Medium,0.5090788767243686,0.5750000000000001,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.521759259259259,0.012680382534890455,0.012680382534890455,50.0,52.0,2.0
Subang,Farmer,High,0.5068475656856803,0.2850649350649351,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.5227032227032226,0.015855657017542213,0.015855657017542213,51.0,51.0,0.0
Indramayu,Farmer,High,0.4906876174900368,0.3437096774193548,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.5389934289127837,0.04830581142274687,0.04830581142274687,52.0,50.0,-2.0
Tasikmalaya,Rice Miller,Low,0.4860077491991708,0.5047413793103448,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.5392800127713919,0.053272263572221146,0.053272263572221146,53.0,49.0,-4.0
Indramayu,Wholesaler,Medium,0.4724815523018648,0.57421875,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.5187644675925924,0.046282915290727644,0.046282915290727644,54.0,53.0,-1.0
Subang,Rice Miller,Medium,0.4610872843003989,0.3953571428571428,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.47185846560846545,0.010771181308066535,0.010771181308066535,55.0,56.0,1.0
Tasikmalaya,Farmer,High,0.4488451316443119,0.1960909090909091,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.4979882154882153,0.04914308384390342,0.04914308384390342,56.0,55.0,-1.0
Karawang,Farmer,Medium,0.4415526729559748,0.102877358490566,1.0,lhs_component_historical_exposure,Historical exposure,0.37950296995108296,-0.06204970300489182,0.06204970300489182,57.0,63.0,6.0
Garut,Farmer,Medium,0.4275163767243685,0.28875,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.4311342592592591,0.003617882534890593,0.003617882534890593,58.0,57.0,-1.0
Subang,Wholesaler,Medium,0.4004920462051609,0.1629761904761904,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.4045304232804231,0.004038377075262223,0.004038377075262223,59.0,58.0,-1.0
Subang,Farmer,Medium,0.3913794920926068,0.156525974025974,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.394405363155363,0.0030258710627562024,0.0030258710627562024,60.0,61.0,1.0
Garut,Rice Miller,Low,0.3904851267243685,0.4339583333333333,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.3899884259259258,-0.0004967007984427174,0.0004967007984427174,61.0,62.0,1.0
Indramayu,Rice Miller,Low,0.3646376491155902,0.4661764705882353,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.3989379084967319,0.03430025938114167,0.03430025938114167,62.0,59.0,-3.0
Indramayu,Farmer,Medium,0.3608522680276712,0.1577016129032258,0.0559353146853146,lhs_component_historical_exposure,Historical exposure,0.39473192951015507,0.03387966148248389,0.03387966148248389,63.0,60.0,-3.0
Karawang,Farmer,Low,0.3560849056603773,0.0943396226415094,1.0,lhs_component_historical_exposure,Historical exposure,0.28453878406708577,-0.07154612159329155,0.07154612159329155,64.0,71.0,7.0
Tasikmalaya,Farmer,Medium,0.3354549801291604,0.0758636363636363,0.0065573770491803,lhs_component_historical_exposure,Historical exposure,0.37199915824915797,0.03654417811999755,0.03654417811999755,65.0,64.0,-1.0
Subang,Rice Miller,Low,0.3265337128718275,0.1904761904761904,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.3223544973544972,-0.004179215517330248,0.004179215517330248,66.0,65.0,-1.0
Garut,Farmer,Low,0.3263386556359331,0.2173724489795918,0.3949554339103519,lhs_component_historical_exposure,Historical exposure,0.31871456916099755,-0.007624086474935565,0.007624086474935565,67.0,66.0,-1.0
Subang,Wholesaler,Low,0.3121289509670657,0.1428571428571428,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.3063492063492062,-0.005779744617859517,0.005779744617859517,68.0,67.0,-1.0
Subang,Farmer,Low,0.2958302496683643,0.1076623376623376,0.3641466525278,lhs_component_historical_exposure,Historical exposure,0.2882395382395381,-0.0075907114288262245,0.0075907114288262245,69.0,70.0,1.0
