vulnerability_cluster,n,mean_rule_score,median_rule_score,median_rc,negative_margin_share,high_vulnerability_share
0,506,0.3099726446869353,0.25906402073146295,1.8744702539775426,0.08102766798418973,0.08102766798418973
2,137,0.5878564508691082,0.6927780522351501,0.9276437847866419,0.656934306569343,0.656934306569343
1,144,0.8173274058721789,0.8127545566008836,0.5425831451590422,0.9652777777777778,0.9930555555555556
