iteration,rank,unit,region,actor,score
74,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9935317016487464
74,3,Karawang — Wholesaler,Karawang,Wholesaler,0.9564991155494476
74,4,Garut — Retail,Garut,Retail,0.935329525802367
74,5,Subang — Retail,Subang,Retail,0.9320365146538863
74,6,Garut — Middlemen,Garut,Middlemen,0.9310173269015312
74,7,Garut — Wholesaler,Garut,Wholesaler,0.9070454641282233
74,8,Subang — Middlemen,Subang,Middlemen,0.9041052350849429
74,9,Indramayu — Retail,Indramayu,Retail,0.8990932002461882
74,10,Tasikmalaya — Retail,Tasikmalaya,Retail,0.893815416061681
75,1,Karawang — Retail,Karawang,Retail,1.0
75,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9921125311768372
75,3,Karawang — Wholesaler,Karawang,Wholesaler,0.953041923188531
75,4,Garut — Retail,Garut,Retail,0.9526598173157491
75,5,Subang — Retail,Subang,Retail,0.9502492620927591
75,6,Garut — Middlemen,Garut,Middlemen,0.9474015047669739
75,7,Indramayu — Retail,Indramayu,Retail,0.9261340450383863
75,8,Tasikmalaya — Retail,Tasikmalaya,Retail,0.9222705931221521
75,9,Garut — Wholesaler,Garut,Wholesaler,0.9216013670357143
75,10,Subang — Middlemen,Subang,Middlemen,0.9203120420508287
76,1,Karawang — Retail,Karawang,Retail,1.0
76,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9915596355479341
76,3,Karawang — Wholesaler,Karawang,Wholesaler,0.9614183443172948
76,4,Garut — Retail,Garut,Retail,0.936476526331497
76,5,Subang — Retail,Subang,Retail,0.933241920283282
76,6,Garut — Middlemen,Garut,Middlemen,0.9308496166967865
76,7,Garut — Wholesaler,Garut,Wholesaler,0.909818171517659
76,8,Subang — Middlemen,Subang,Middlemen,0.909108032602636
76,9,Indramayu — Retail,Indramayu,Retail,0.9008828910463013
76,10,Tasikmalaya — Retail,Tasikmalaya,Retail,0.8956987140500415
77,1,Karawang — Retail,Karawang,Retail,0.9999999999999998
77,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9938416525733249
77,3,Karawang — Wholesaler,Karawang,Wholesaler,0.9584215553338667
77,4,Garut — Retail,Garut,Retail,0.9441217165085767
77,5,Subang — Retail,Subang,Retail,0.941276402433209
77,6,Garut — Middlemen,Garut,Middlemen,0.94001615155746
77,7,Garut — Wholesaler,Garut,Wholesaler,0.9171016337668721
77,8,Subang — Middlemen,Subang,Middlemen,0.9145737993394337
77,9,Indramayu — Retail,Indramayu,Retail,0.9128118537429535
77,10,Tasikmalaya — Retail,Tasikmalaya,Retail,0.9082516038835327
78,1,Karawang — Retail,Karawang,Retail,1.0
78,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9912590950157315
78,3,Karawang — Wholesaler,Karawang,Wholesaler,0.9527155351226495
78,4,Garut — Retail,Garut,Retail,0.9513646827377965
78,5,Subang — Retail,Subang,Retail,0.948888179450301
78,6,Garut — Middlemen,Garut,Middlemen,0.9455374127482842
78,7,Indramayu — Retail,Indramayu,Retail,0.9241132173402266
78,8,Tasikmalaya — Retail,Tasikmalaya,Retail,0.9201440689546664
78,9,Garut — Wholesaler,Garut,Wholesaler,0.9196257703174042
78,10,Subang — Middlemen,Subang,Middlemen,0.9189315847715092
79,1,Karawang — Retail,Karawang,Retail,0.9999999999999999
79,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9918504298166473
79,3,Karawang — Wholesaler,Karawang,Wholesaler,0.9588002293908809
79,4,Garut — Retail,Garut,Retail,0.9360602876750342
79,5,Subang — Retail,Subang,Retail,0.9328044868149183
79,6,Garut — Middlemen,Garut,Middlemen,0.9306272408861325
79,7,Garut — Wholesaler,Garut,Wholesaler,0.9080952844376787
79,8,Subang — Middlemen,Subang,Middlemen,0.9068288443231909
79,9,Indramayu — Retail,Indramayu,Retail,0.900233424480939
79,10,Tasikmalaya — Retail,Tasikmalaya,Retail,0.8950152780755275
80,1,Karawang — Retail,Karawang,Retail,0.9999999999999999
80,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9931810957743673
80,3,Karawang — Wholesaler,Karawang,Wholesaler,0.9582652234954052
80,4,Garut — Retail,Garut,Retail,0.9367824525456099
80,5,Subang — Retail,Subang,Retail,0.9335634242157614
80,6,Garut — Middlemen,Garut,Middlemen,0.9322365163951881
80,7,Garut — Wholesaler,Garut,Wholesaler,0.909289973241892
80,8,Subang — Middlemen,Subang,Middlemen,0.906911035790152
80,9,Indramayu — Retail,Indramayu,Retail,0.9013602346193914
80,10,Tasikmalaya — Retail,Tasikmalaya,Retail,0.896201024388174
81,1,Karawang — Retail,Karawang,Retail,1.0000000000000002
81,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9914028718993386
81,3,Karawang — Wholesaler,Karawang,Wholesaler,0.9565522992729717
81,4,Garut — Retail,Garut,Retail,0.9468915887160212
81,5,Subang — Retail,Subang,Retail,0.9441873161309495
81,6,Garut — Middlemen,Garut,Middlemen,0.9411601699822468
81,7,Garut — Wholesaler,Garut,Wholesaler,0.9173990779324954
81,8,Indramayu — Retail,Indramayu,Retail,0.9171337478321495
81,9,Subang — Middlemen,Subang,Middlemen,0.9167950841079936
81,10,Tasikmalaya — Retail,Tasikmalaya,Retail,0.9127995483908047
82,1,Karawang — Retail,Karawang,Retail,1.0
82,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9932800987692281
82,3,Karawang — Wholesaler,Karawang,Wholesaler,0.9593022242823361
82,4,Garut — Retail,Garut,Retail,0.9353398336908512
82,5,Subang — Retail,Subang,Retail,0.9320473474185542
82,6,Garut — Middlemen,Garut,Middlemen,0.9308598995370032
82,7,Garut — Wholesaler,Garut,Wholesaler,0.9084894995808714
82,8,Subang — Middlemen,Subang,Middlemen,0.9060738436027226
82,9,Indramayu — Retail,Indramayu,Retail,0.8991092838771199
82,10,Tasikmalaya — Retail,Tasikmalaya,Retail,0.8938323409236612
83,1,Karawang — Retail,Karawang,Retail,1.0
83,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9936884826307385
83,3,Karawang — Wholesaler,Karawang,Wholesaler,0.9583261992256149
83,4,Garut — Retail,Garut,Retail,0.9539518915370456
83,5,Subang — Retail,Subang,Retail,0.9516071285456448
83,6,Garut — Middlemen,Garut,Middlemen,0.9497442132908712
83,7,Indramayu — Retail,Indramayu,Retail,0.9281500975930187
83,8,Garut — Wholesaler,Garut,Wholesaler,0.9267889518351605
83,9,Subang — Middlemen,Subang,Middlemen,0.9248761415068865
83,10,Tasikmalaya — Retail,Tasikmalaya,Retail,0.9243920923891362
84,1,Karawang — Retail,Karawang,Retail,1.0000000000000002
84,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9932310194557303
84,3,Karawang — Wholesaler,Karawang,Wholesaler,0.9579448981095123
84,4,Garut — Retail,Garut,Retail,0.9330040611873606
84,5,Subang — Retail,Subang,Retail,0.9295926377186113
84,6,Garut — Middlemen,Garut,Middlemen,0.9284914074911808
84,7,Garut — Wholesaler,Garut,Wholesaler,0.9053600590810692
84,8,Subang — Middlemen,Subang,Middlemen,0.9027115216094512
84,9,Indramayu — Retail,Indramayu,Retail,0.8954647253486034
84,10,Tasikmalaya — Retail,Tasikmalaya,Retail,0.8899971590337039
85,1,Karawang — Retail,Karawang,Retail,1.0
85,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9907876756212357
85,3,Karawang — Wholesaler,Karawang,Wholesaler,0.9568241230839094
85,4,Garut — Retail,Garut,Retail,0.923392938698407
85,5,Subang — Retail,Subang,Retail,0.9194921182691713
85,6,Garut — Middlemen,Garut,Middlemen,0.9172513891125642
85,7,Garut — Wholesaler,Garut,Wholesaler,0.8936957681881602
85,8,Subang — Middlemen,Subang,Middlemen,0.8924293383726937
85,9,Karawang — Middlemen,Karawang,Middlemen,0.8821690284634952
85,10,Indramayu — Retail,Indramayu,Retail,0.8804682741174219
86,1,Karawang — Retail,Karawang,Retail,0.9999999999999999
86,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9914563220963103
86,3,Karawang — Wholesaler,Karawang,Wholesaler,0.9586931863872037
86,4,Garut — Retail,Garut,Retail,0.9481334697479576
86,5,Subang — Retail,Subang,Retail,0.945492433564567
86,6,Garut — Middlemen,Garut,Middlemen,0.9424376844788313
86,7,Garut — Wholesaler,Garut,Wholesaler,0.9198788582322762
86,8,Subang — Middlemen,Subang,Middlemen,0.9195374247533136
86,9,Indramayu — Retail,Indramayu,Retail,0.919071482821145
86,10,Tasikmalaya — Retail,Tasikmalaya,Retail,0.9148386338051793
87,1,Karawang — Retail,Karawang,Retail,0.9999999999999999
87,2,Karawang — Rice Miller,Karawang,Rice Miller,0.9927357840133786
87,3,Karawang — Wholesaler,Karawang,Wholesaler,0.9534856957304411
87,4,Garut — Retail,Garut,Retail,0.9454674532398428
87,5,Subang — Retail,Subang,Retail,0.9426906638832742
87,6,Garut — Middlemen,Garut,Middlemen,0.9406246425820953
