region,actor,flood_scenario,flood_probability_reference,vulnerability_label,predicted_high_vulnerability_share,fail_share,survive_share,dominant_stress_risk_label,median_margin,median_cost_revenue_ratio,median_stressed_margin,median_stressed_cost_revenue_ratio,priority_label,priority_rank,base_priority_sort_score,regional_exposure_priority_modifier,priority_sort_score,priority_reason,recommended_action,region_key,vulnerability_rank,flood_rank,lhs_mean_failure_probability,lhs_median_failure_probability,lhs_p75_failure_probability,lhs_expected_stressed_margin,lhs_p05_stressed_margin,lhs_p50_stressed_margin,lhs_p95_stressed_margin,dominant_lhs_risk_label,historical_flood_exposure_score,historical_flood_exposure_level,lhs_component_vulnerability,lhs_component_flood,lhs_component_failure_probability,lhs_component_historical_exposure,lhs_component_actor_role,lhs_enhanced_priority_score,lhs_enhanced_priority_label
Tasikmalaya,Retail,Low,0.4500022590135356,High Vulnerability,1.0,1.0,0.0,Already Failed,-3053750.0,2.017916666666667,-3356635.9836065574,2.118878661202186,High,4,0.7666666666666666,1.000655737704918,0.7671693989071038,Flood=Low; Vulnerability=High Vulnerability; FailShare=100%; Median C/R=2.02; HistFloodExp=0.01,Prepare contingency plan because many units fail under stress scenario.,TASIKMALAYA,3.0,1.0,1.0,1.0,1.0,-3389546.5869363965,-3573764.779760689,-3448996.0717008347,-3323522.011075886,Critical,0.0065573770491803,Low,0.35,0.08333333333333333,0.25,0.0006557377049180301,0.05,0.7339890710382514,High
Tasikmalaya,Middlemen,Low,0.4500022590135356,High Vulnerability,0.7931034482758621,0.9655172413793104,0.0344827586206896,Already Failed,-7685346.798251651,1.2960858585858586,-9881275.518431522,1.360932646133466,High,4,0.7597701149425288,1.000655737704918,0.7602683248539666,Flood=Low; Vulnerability=High Vulnerability; FailShare=97%; Median C/R=1.30; HistFloodExp=0.01,Prepare contingency plan because many units fail under stress scenario.,TASIKMALAYA,3.0,1.0,0.9658620689655172,1.0,1.0,-10834945.19622947,-11290853.975454789,-10710409.670392577,-9995630.973219054,Critical,0.0065573770491803,Low,0.35,0.08333333333333333,0.2414655172413793,0.0006557377049180301,0.045000000000000005,0.7204545882796306,High
Garut,Wholesaler,Low,0.4500022590135356,High Vulnerability,0.72,0.76,0.24,Already Failed,-7000000.0,1.0795454545454546,-11937603.831107425,1.135654588989857,High,4,0.7186666666666667,1.0394955433910351,0.7470507971836906,Flood=Low; Vulnerability=High Vulnerability; FailShare=76%; Median C/R=1.08; HistFloodExp=0.39,Prepare contingency plan because many units fail under stress scenario.,GARUT,3.0,1.0,0.8065000000000001,1.0,1.0,-23152082.32636225,-14735447.210806591,-13018858.158923704,-12108121.19334181,Critical,0.3949554339103519,Medium,0.35,0.08333333333333333,0.20162500000000003,0.0394955433910352,0.04000000000000001,0.7144538767243686,High
Garut,Rice Miller,High,0.5499976285304322,Low Vulnerability,0.4166666666666667,0.6666666666666666,0.3333333333333333,Already Failed,10700692.78252611,0.8343007229654195,-5552166.390894102,1.094476287976561,Critical,5,0.6333333333333333,1.0394955433910351,0.6583471774809889,Flood=High; Vulnerability=Low Vulnerability; FailShare=67%; Median C/R=0.83; HistFloodExp=0.39,"Secure milling capacity, backup machine schedule, and protect grain-to-rice processing continuity.",GARUT,1.0,3.0,0.9503125,1.0,1.0,-31378012.2306163,-19807412.144904017,-14696230.737928662,-5849926.37091413,Critical,0.3949554339103519,Medium,0.11666666666666665,0.25,0.237578125,0.0394955433910352,0.0425,0.6862403350577019,High
Subang,Rice Miller,High,0.5499976285304322,Low Vulnerability,0.1904761904761904,0.4761904761904761,0.5238095238095238,Survives Scenario,74124362.54852271,0.7525679967605681,5414904.74189949,0.9865597492933358,Moderate,2,0.5952380952380952,1.03641466525278,0.6169134912218928,Flood=High; Vulnerability=Low Vulnerability; FailShare=48%; Median C/R=0.75; HistFloodExp=0.36,Monitor periodically and prepare support if flood-risk scenario escalates.,SUBANG,1.0,3.0,0.9375,1.0,1.0,-46439882.22273127,-75170535.25045426,-38449656.213289455,-21958137.791753992,Critical,0.3641466525278,Medium,0.11666666666666665,0.25,0.234375,0.03641466525278,0.0425,0.6799563319194467,High
Tasikmalaya,Rice Miller,Medium,0.4999999437061118,Medium Vulnerability,0.2758620689655172,0.6896551724137931,0.3103448275862069,Fails Under Scenario,2160000.0,0.929340335124856,-2880622.35260871,1.068832795918351,High,4,0.671264367816092,1.000655737704918,0.671704541172037,Flood=Medium; Vulnerability=Medium Vulnerability; FailShare=69%; Median C/R=0.93; HistFloodExp=0.01,Prepare contingency plan because many units fail under stress scenario.,TASIKMALAYA,2.0,2.0,0.8766379310344827,1.0,1.0,-14138163.46958305,-7251170.983266573,-4959588.396202926,-2867662.9018005896,Critical,0.0065573770491803,Low,0.2333333333333333,0.16666666666666666,0.21915948275862068,0.0006557377049180301,0.0425,0.6623152204635386,High
Indramayu,Rice Miller,High,0.5499976285304322,Low Vulnerability,0.1176470588235294,0.8823529411764706,0.1176470588235294,Critical Under High Stress,21382891.73789168,0.8935617324505689,-47459233.00501597,1.163129701886601,Critical,5,0.6764705882352942,1.0055935314685314,0.6802544477581242,Flood=High; Vulnerability=Low Vulnerability; FailShare=88%; Median C/R=0.89; HistFloodExp=0.06,"Secure milling capacity, backup machine schedule, and protect grain-to-rice processing continuity.",INDRAMAYU,1.0,3.0,0.9660294117647058,1.0,1.0,-207433647.7731036,-190302997.98508507,-114692807.42942016,-71506286.77356969,Critical,0.0559353146853146,Low,0.11666666666666665,0.25,0.24150735294117645,0.00559353146853146,0.0425,0.6562675510763746,High
Karawang,Middlemen,Low,0.4500022590135356,Medium Vulnerability,0.5,0.7142857142857143,0.2857142857142857,Already Failed,-1525000.0,1.017790404040404,-2640125.0,1.0737688762626263,High,4,0.5595238095238095,1.1,0.6154761904761905,Flood=Low; Vulnerability=Medium Vulnerability; FailShare=71%; Median C/R=1.02; HistFloodExp=1.00,Prepare contingency plan because many units fail under stress scenario.,KARAWANG,2.0,1.0,0.77625,1.0,1.0,-4470485.640761933,-6297052.256769343,-4296355.853902185,-2765570.0577694164,Critical,1.0,High,0.2333333333333333,0.08333333333333333,0.1940625,0.1,0.045000000000000005,0.6557291666666667,High
Subang,Middlemen,Low,0.4500022590135356,High Vulnerability,0.4285714285714285,0.4761904761904761,0.5238095238095238,Already Failed,14840000.0,0.9223993288590604,7104620.755545676,0.9701987384415032,Watchlist,3,0.6619047619047619,1.03641466525278,0.6860078022387448,Flood=Low; Vulnerability=High Vulnerability; FailShare=48%; Median C/R=0.92; HistFloodExp=0.36,Watch financial feasibility and margin because vulnerability is high even when flood scenario is not high.,SUBANG,3.0,1.0,0.5020238095238095,0.5375,1.0,10313863.006154612,-5740940.9244601065,-290862.8353332281,4951676.00353986,Low,0.3641466525278,Medium,0.35,0.08333333333333333,0.12550595238095238,0.03641466525278,0.045000000000000005,0.6402539509670657,High
Indramayu,Middlemen,Low,0.4500022590135356,High Vulnerability,0.5625,0.5625,0.4375,Already Failed,-6617415.258776158,1.0874807510466988,-10821671.853893325,1.1421589314891536,High,4,0.6791666666666667,1.0055935314685314,0.6829656067890443,Flood=Low; Vulnerability=High Vulnerability; FailShare=56%; Median C/R=1.09; HistFloodExp=0.06,Prepare contingency plan because many units fail under stress scenario.,INDRAMAYU,3.0,1.0,0.59046875,1.0,1.0,4621406.476540432,-18262534.19197717,-13143492.536746891,-11250491.107164051,Critical,0.0559353146853146,Low,0.35,0.08333333333333333,0.1476171875,0.00559353146853146,0.045000000000000005,0.6315440523018648,High
Indramayu,Wholesaler,High,0.5499976285304322,Low Vulnerability,0.0,0.6875,0.3125,Critical Under High Stress,275500000.0,0.8271464646464646,-34126040.77797204,1.0766784049741296,Critical,5,0.6375,1.0055935314685314,0.6410658763111887,Flood=High; Vulnerability=Low Vulnerability; FailShare=69%; Median C/R=0.83; HistFloodExp=0.06,Prepare buffer stock and route contingency for bulk distribution.,INDRAMAYU,1.0,3.0,0.75375,1.0,1.0,-60038541.15695828,-83556569.98364332,-63414803.17475788,-43711129.88940272,Critical,0.0559353146853146,Low,0.11666666666666665,0.25,0.1884375,0.00559353146853146,0.04000000000000001,0.6006976981351981,High
Karawang,Farmer,High,0.5499976285304322,Low Vulnerability,0.0943396226415094,0.1132075471698113,0.8867924528301887,Survives Scenario,44410000.0,0.4823529411764706,28147300.0,0.6415294117647059,Moderate,2,0.5226415094339623,1.1,0.5749056603773586,Flood=High; Vulnerability=Low Vulnerability; FailShare=11%; Median C/R=0.48; HistFloodExp=1.00,Monitor periodically and prepare support if flood-risk scenario escalates.,KARAWANG,1.0,3.0,0.2472641509433962,0.0,0.7,17700927.72214688,7989948.048937903,14315148.923528705,20410339.135178275,Low,1.0,High,0.11666666666666665,0.25,0.06181603773584905,0.1,0.0325,0.5609827044025156,High
Subang,Wholesaler,High,0.5499976285304322,Low Vulnerability,0.1428571428571428,0.1904761904761904,0.8095238095238095,Survives Scenario,67800000.0,0.6228310502283105,32890750.679955304,0.816484420557734,Moderate,2,0.5380952380952381,1.03641466525278,0.5576897960645911,Flood=High; Vulnerability=Low Vulnerability; FailShare=19%; Median C/R=0.62; HistFloodExp=0.36,Monitor periodically and prepare support if flood-risk scenario escalates.,SUBANG,1.0,3.0,0.4508333333333333,0.3675,0.9775,2364822.0001804708,-14352344.979760978,10000581.583796442,22581538.74382982,Low,0.3641466525278,Medium,0.11666666666666665,0.25,0.11270833333333333,0.03641466525278,0.04000000000000001,0.5557896652527801,High
Indramayu,Rice Miller,Medium,0.4999999437061118,Low Vulnerability,0.1176470588235294,0.5294117647058824,0.4705882352941176,Fails Under Scenario,21382891.73789168,0.8935617324505689,-5379278.359250844,1.028345717168585,High,4,0.4892156862745098,1.0055935314685314,0.4919521296105854,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=53%; Median C/R=0.89; HistFloodExp=0.06,Prepare contingency plan because many units fail under stress scenario.,INDRAMAYU,1.0,2.0,0.8144117647058824,1.0,1.0,17324502.30921336,-48481151.116687976,-20457431.32325436,-11385301.279165983,Critical,0.0559353146853146,Low,0.11666666666666665,0.16666666666666666,0.2036029411764706,0.00559353146853146,0.0425,0.5350298059783354,Moderate
Garut,Farmer,High,0.5499976285304322,Low Vulnerability,0.2040816326530612,0.3061224489795918,0.6938775510204082,Survives Scenario,6111000.0,0.4172401236080481,4892188.492261836,0.5473558983123954,Moderate,2,0.5612244897959183,1.0394955433910351,0.5833903559847645,Flood=High; Vulnerability=Low Vulnerability; FailShare=31%; Median C/R=0.42; HistFloodExp=0.39,Monitor periodically and prepare support if flood-risk scenario escalates.,GARUT,1.0,3.0,0.3574489795918367,0.0,1.0,4009568.088442824,2608338.158227413,3362182.7559671463,4002903.591544207,Low,0.3949554339103519,Medium,0.11666666666666665,0.25,0.08936224489795917,0.0394955433910352,0.0325,0.528024454955661,Moderate
Garut,Rice Miller,Medium,0.4999999437061118,Low Vulnerability,0.4166666666666667,0.4583333333333333,0.5416666666666666,Survives Scenario,10700692.78252611,0.8343007229654195,2506379.8854325507,0.9643885054709904,Moderate,2,0.475,1.0394955433910351,0.4937603831107416,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=46%; Median C/R=0.83; HistFloodExp=0.39,Monitor periodically and prepare support if flood-risk scenario escalates.,GARUT,1.0,2.0,0.5750000000000001,0.8200000000000001,1.0,-2211050.0651422148,-5142112.777325178,-3715620.2299275696,895735.4383817997,Critical,0.3949554339103519,Medium,0.11666666666666665,0.16666666666666666,0.14375000000000002,0.0394955433910352,0.0425,0.5090788767243686,Moderate
Subang,Farmer,High,0.5499976285304322,Low Vulnerability,0.0779220779220779,0.1818181818181818,0.8181818181818182,Survives Scenario,13120000.0,0.5085858585858586,6966947.461240193,0.6667176112994266,Moderate,2,0.5363636363636364,1.03641466525278,0.5558951386355819,Flood=High; Vulnerability=Low Vulnerability; FailShare=18%; Median C/R=0.51; HistFloodExp=0.36,Monitor periodically and prepare support if flood-risk scenario escalates.,SUBANG,1.0,3.0,0.2850649350649351,0.0,0.85,6609906.26385055,1834195.748305264,3668729.488594119,5432281.485950109,Low,0.3641466525278,Medium,0.11666666666666665,0.25,0.07126623376623377,0.03641466525278,0.0325,0.5068475656856803,Moderate
Indramayu,Farmer,High,0.5499976285304322,Low Vulnerability,0.0967741935483871,0.1774193548387097,0.8225806451612904,Survives Scenario,17616000.0,0.5641353823411899,9949810.837237762,0.7343226497476381,Moderate,2,0.535483870967742,1.0055935314685314,0.538479116850891,Flood=High; Vulnerability=Low Vulnerability; FailShare=18%; Median C/R=0.56; HistFloodExp=0.06,Monitor periodically and prepare support if flood-risk scenario escalates.,INDRAMAYU,1.0,3.0,0.3437096774193548,0.025,0.89875,9662204.741950631,1076568.1113325022,4081171.491100053,6657326.2898888495,Low,0.0559353146853146,Low,0.11666666666666665,0.25,0.0859274193548387,0.00559353146853146,0.0325,0.49068761749003686,Moderate
Tasikmalaya,Rice Miller,Low,0.4500022590135356,Medium Vulnerability,0.2758620689655172,0.4482758620689655,0.5517241379310345,Survives Scenario,2160000.0,0.929340335124856,1305440.0,0.9758378220560212,Moderate,2,0.5063218390804598,1.000655737704918,0.5066538534011683,Flood=Low; Vulnerability=Medium Vulnerability; FailShare=45%; Median C/R=0.93; HistFloodExp=0.01,Monitor periodically and prepare support if flood-risk scenario escalates.,TASIKMALAYA,2.0,1.0,0.5047413793103448,0.6425,1.0,4071186.653041176,-1370128.158758323,-266121.6558968052,1130332.6550877898,Low,0.0065573770491803,Low,0.2333333333333333,0.08333333333333333,0.1261853448275862,0.0006557377049180301,0.0425,0.48600774919917084,Moderate
Indramayu,Wholesaler,Medium,0.4999999437061118,Low Vulnerability,0.0,0.125,0.875,Survives Scenario,275500000.0,0.8271464646464646,76527005.00437064,0.9519124348102972,Routine,1,0.4083333333333333,1.0055935314685314,0.4106173586829836,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=12%; Median C/R=0.83; HistFloodExp=0.06,Routine monitoring.,INDRAMAYU,1.0,2.0,0.57421875,0.8525,0.984375,358300533.7323047,-33461604.0102553,-9939552.305847518,26884504.433963425,Critical,0.0559353146853146,Low,0.11666666666666665,0.16666666666666666,0.1435546875,0.00559353146853146,0.04000000000000001,0.47248155230186484,Moderate
Subang,Rice Miller,Medium,0.4999999437061118,Low Vulnerability,0.1904761904761904,0.1904761904761904,0.8095238095238095,Survives Scenario,74124362.54852271,0.7525679967605681,46232669.86609271,0.8695638730269518,Routine,1,0.4214285714285714,1.03641466525278,0.4367747517851,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=19%; Median C/R=0.75; HistFloodExp=0.36,Routine monitoring.,SUBANG,1.0,2.0,0.3953571428571428,0.0575,0.99,8495151.272533894,-88278.83865722094,19224173.171933357,36202839.50307176,Low,0.3641466525278,Medium,0.11666666666666665,0.16666666666666666,0.0988392857142857,0.03641466525278,0.0425,0.46108728430039897,Moderate
Tasikmalaya,Farmer,High,0.5499976285304322,Low Vulnerability,0.0272727272727272,0.0909090909090909,0.9090909090909092,Survives Scenario,7013500.0,0.4203703703703704,5448084.393442623,0.5465641772920461,Moderate,2,0.5181818181818182,1.000655737704918,0.5185216095380031,Flood=High; Vulnerability=Low Vulnerability; FailShare=9%; Median C/R=0.42; HistFloodExp=0.01,Monitor periodically and prepare support if flood-risk scenario escalates.,TASIKMALAYA,1.0,3.0,0.1960909090909091,0.0,0.2375,6808585.852480427,1683369.6800311853,2813570.744540788,3926800.212326671,Low,0.0065573770491803,Low,0.11666666666666665,0.25,0.04902272727272727,0.0006557377049180301,0.0325,0.44884513164431195,Moderate
Karawang,Farmer,Medium,0.4999999437061118,Low Vulnerability,0.0943396226415094,0.0943396226415094,0.9056603773584906,Survives Scenario,44410000.0,0.4823529411764706,38141650.0,0.5619411764705883,Routine,1,0.4022012578616352,1.1,0.4424213836477987,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=9%; Median C/R=0.48; HistFloodExp=1.00,Routine monitoring.,KARAWANG,1.0,2.0,0.102877358490566,0.0,0.0,36242091.01732925,24344259.52810375,27607480.40727182,33994111.521418355,Low,1.0,High,0.11666666666666665,0.16666666666666666,0.0257193396226415,0.1,0.0325,0.4415526729559748,Moderate
Garut,Farmer,Medium,0.4999999437061118,Low Vulnerability,0.2040816326530612,0.2346938775510204,0.7653061224489796,Survives Scenario,6111000.0,0.4172401236080481,5416094.246130918,0.4822980109602218,Routine,1,0.4302721088435374,1.0394955433910351,0.4472659395883195,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=23%; Median C/R=0.42; HistFloodExp=0.39,Routine monitoring.,GARUT,1.0,2.0,0.28875,0.0,0.92125,6949713.521239866,4325094.331794116,4642916.456090974,4943275.881458401,Low,0.3949554339103519,Medium,0.11666666666666665,0.16666666666666666,0.0721875,0.0394955433910352,0.0325,0.4275163767243685,Moderate
Subang,Wholesaler,Medium,0.4999999437061118,Low Vulnerability,0.1428571428571428,0.1428571428571428,0.8571428571428571,Survives Scenario,67800000.0,0.6228310502283105,52118906.85013758,0.7196577353930221,Routine,1,0.4119047619047619,1.03641466525278,0.4269041359255498,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=14%; Median C/R=0.62; HistFloodExp=0.36,Routine monitoring.,SUBANG,1.0,2.0,0.1629761904761904,0.0,0.0,45928230.45085369,26371118.7910302,39265346.30217397,46955136.12934376,Low,0.3641466525278,Medium,0.11666666666666665,0.16666666666666666,0.0407440476190476,0.03641466525278,0.04000000000000001,0.4004920462051609,Moderate
Subang,Farmer,Medium,0.4999999437061118,Low Vulnerability,0.0779220779220779,0.1168831168831168,0.8831168831168831,Survives Scenario,13120000.0,0.5085858585858586,10289758.299970264,0.5876517349426426,Routine,1,0.4067099567099567,1.03641466525278,0.4215201636385223,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=12%; Median C/R=0.51; HistFloodExp=0.36,Routine monitoring.,SUBANG,1.0,2.0,0.156525974025974,0.0,0.0,13467364.042753637,6146734.340840955,7263047.498901599,8450443.794622643,Low,0.3641466525278,Medium,0.11666666666666665,0.16666666666666666,0.0391314935064935,0.03641466525278,0.0325,0.3913794920926068,Moderate
Garut,Rice Miller,Low,0.4500022590135356,Low Vulnerability,0.4166666666666667,0.4166666666666667,0.5833333333333334,Survives Scenario,10700692.78252611,0.8343007229654195,8207218.9275964275,0.8776633171339431,Moderate,2,0.35,1.0394955433910351,0.3638234401868622,Flood=Low; Vulnerability=Low Vulnerability; FailShare=42%; Median C/R=0.83; HistFloodExp=0.39,Monitor periodically and prepare support if flood-risk scenario escalates.,GARUT,1.0,1.0,0.4339583333333333,0.0,1.0,16746907.548926516,4720468.752578869,6161046.560004615,7540811.834398664,Low,0.3949554339103519,Medium,0.11666666666666665,0.08333333333333333,0.10848958333333332,0.0394955433910352,0.0425,0.3904851267243685,Moderate
Indramayu,Rice Miller,Low,0.4500022590135356,Low Vulnerability,0.1176470588235294,0.3529411764705882,0.6470588235294118,Borderline,21382891.73789168,0.8935617324505689,11673046.63820988,0.9384897273565744,Moderate,2,0.3372549019607843,1.0055935314685314,0.3391413478678184,Flood=Low; Vulnerability=Low Vulnerability; FailShare=35%; Median C/R=0.89; HistFloodExp=0.06,Monitor periodically and prepare support if flood-risk scenario escalates.,INDRAMAYU,1.0,1.0,0.4661764705882353,0.01,1.0,163353189.14999658,1775212.7431192263,5973674.400346711,9949597.948098512,Low,0.0559353146853146,Low,0.11666666666666665,0.08333333333333333,0.11654411764705883,0.00559353146853146,0.0425,0.36463764911559027,Moderate
Indramayu,Farmer,Medium,0.4999999437061118,Low Vulnerability,0.0967741935483871,0.1129032258064516,0.8870967741935484,Survives Scenario,17616000.0,0.5641353823411899,14194384.731206294,0.649229016044414,Routine,1,0.4059139784946236,1.0055935314685314,0.4081844711068501,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=11%; Median C/R=0.56; HistFloodExp=0.06,Routine monitoring.,INDRAMAYU,1.0,2.0,0.1577016129032258,0.0,0.0,18448837.21666953,8697307.436507331,9889936.480285674,12464487.894777857,Low,0.0559353146853146,Low,0.11666666666666665,0.16666666666666666,0.03942540322580645,0.00559353146853146,0.0325,0.36085226802767123,Moderate
Karawang,Farmer,Low,0.4500022590135356,Low Vulnerability,0.0943396226415094,0.0943396226415094,0.9056603773584906,Survives Scenario,44410000.0,0.4823529411764706,42320550.0,0.5088823529411765,Routine,1,0.2855345911949685,1.1,0.3140880503144654,Flood=Low; Vulnerability=Low Vulnerability; FailShare=9%; Median C/R=0.48; HistFloodExp=1.00,Routine monitoring.,KARAWANG,1.0,1.0,0.0943396226415094,0.0,0.0,48201324.4749287,38173982.82626886,39612944.17885652,41092475.66404353,Low,1.0,High,0.11666666666666665,0.08333333333333333,0.02358490566037735,0.1,0.0325,0.3560849056603773,Moderate
Tasikmalaya,Farmer,Medium,0.4999999437061118,Low Vulnerability,0.0272727272727272,0.0454545454545454,0.9545454545454546,Survives Scenario,7013500.0,0.4203703703703704,6343836.163934426,0.4834672738312083,Routine,1,0.3924242424242424,1.000655737704918,0.3926815697963239,Flood=Medium; Vulnerability=Low Vulnerability; FailShare=5%; Median C/R=0.42; HistFloodExp=0.01,Routine monitoring.,TASIKMALAYA,1.0,2.0,0.0758636363636363,0.0,0.0,9599266.38916657,4795895.451815473,5364671.258471574,5797085.461452308,Low,0.0065573770491803,Low,0.11666666666666665,0.16666666666666666,0.018965909090909075,0.0006557377049180301,0.0325,0.3354549801291604,Low
Subang,Rice Miller,Low,0.4500022590135356,Low Vulnerability,0.1904761904761904,0.1904761904761904,0.8095238095238095,Survives Scenario,74124362.54852271,0.7525679967605681,64880058.00480276,0.791566622182696,Routine,1,0.3047619047619047,1.03641466525278,0.3158597075056091,Flood=Low; Vulnerability=Low Vulnerability; FailShare=19%; Median C/R=0.75; HistFloodExp=0.36,Routine monitoring.,SUBANG,1.0,1.0,0.1904761904761904,0.0,0.0,44173706.88601677,52082144.61044475,57041469.47408642,61948545.64951496,Low,0.3641466525278,Medium,0.11666666666666665,0.08333333333333333,0.0476190476190476,0.03641466525278,0.0425,0.32653371287182753,Low
Garut,Farmer,Low,0.4500022590135356,Low Vulnerability,0.2040816326530612,0.2142857142857142,0.7857142857142857,Survives Scenario,6111000.0,0.4172401236080481,5873749.348843216,0.4389260860587727,Routine,1,0.3095238095238095,1.0394955433910351,0.3217486205734156,Flood=Low; Vulnerability=Low Vulnerability; FailShare=21%; Median C/R=0.42; HistFloodExp=0.39,Routine monitoring.,GARUT,1.0,1.0,0.2173724489795918,0.0,0.0,8844563.245948358,5337596.454212262,5499171.089682592,5732873.088848783,Low,0.3949554339103519,Medium,0.11666666666666665,0.08333333333333333,0.05434311224489795,0.0394955433910352,0.0325,0.3263386556359331,Low
Subang,Wholesaler,Low,0.4500022590135356,Low Vulnerability,0.1428571428571428,0.1428571428571428,0.8571428571428571,Survives Scenario,67800000.0,0.6228310502283105,66478571.30180271,0.6551066119498812,Routine,1,0.2952380952380952,1.03641466525278,0.3059890916460588,Flood=Low; Vulnerability=Low Vulnerability; FailShare=14%; Median C/R=0.62; HistFloodExp=0.36,Routine monitoring.,SUBANG,1.0,1.0,0.1428571428571428,0.0,0.0,74133089.65664019,52001991.23865979,56288608.99417824,63989409.71926662,Low,0.3641466525278,Medium,0.11666666666666665,0.08333333333333333,0.0357142857142857,0.03641466525278,0.04000000000000001,0.3121289509670657,Low
Subang,Farmer,Low,0.4500022590135356,Low Vulnerability,0.0779220779220779,0.0909090909090909,0.9090909090909092,Survives Scenario,13120000.0,0.5085858585858586,12288949.357166396,0.5349411507047866,Routine,1,0.2848484848484848,1.03641466525278,0.295221147072004,Flood=Low; Vulnerability=Low Vulnerability; FailShare=9%; Median C/R=0.51; HistFloodExp=0.36,Routine monitoring.,SUBANG,1.0,1.0,0.1076623376623376,0.0,0.0,17893146.837938093,10414919.173812712,10824923.406475963,11634100.467566973,Low,0.3641466525278,Medium,0.11666666666666665,0.08333333333333333,0.0269155844155844,0.03641466525278,0.0325,0.29583024966836435,Low
Indramayu,Wholesaler,Low,0.4500022590135356,Low Vulnerability,0.0,0.0625,0.9375,Survives Scenario,275500000.0,0.8271464646464646,206390584.5498252,0.8687351213677421,Routine,1,0.2791666666666667,1.0055935314685314,0.2807281942016317,Flood=Low; Vulnerability=Low Vulnerability; FailShare=6%; Median C/R=0.83; HistFloodExp=0.06,Routine monitoring.,INDRAMAYU,1.0,1.0,0.11171875,0.0,0.0,629389742.5376611,121734232.12412325,156744470.30728346,190268320.3424526,Low,0.0559353146853146,Low,0.11666666666666665,0.08333333333333333,0.0279296875,0.00559353146853146,0.04000000000000001,0.27352321896853143,Low
Indramayu,Farmer,Low,0.4500022590135356,Low Vulnerability,0.0967741935483871,0.0967741935483871,0.9032258064516128,Survives Scenario,17616000.0,0.5641353823411899,16916924.48929196,0.5924999269089313,Routine,1,0.2860215053763441,1.0055935314685314,0.2876213756673433,Flood=Low; Vulnerability=Low Vulnerability; FailShare=10%; Median C/R=0.56; HistFloodExp=0.06,Routine monitoring.,INDRAMAYU,1.0,1.0,0.1122177419354838,0.0,0.0,24118842.101402503,14839428.525897294,15813975.540249014,16537038.359985754,Low,0.0559353146853146,Low,0.11666666666666665,0.08333333333333333,0.02805443548387095,0.00559353146853146,0.0325,0.2661479669524024,Low
Tasikmalaya,Farmer,Low,0.4500022590135356,Low Vulnerability,0.0272727272727272,0.0272727272727272,0.9727272727272728,Survives Scenario,7013500.0,0.4203703703703704,6790278.721311476,0.441402671523983,Routine,1,0.2721212121212121,1.000655737704918,0.272299652260308,Flood=Low; Vulnerability=Low Vulnerability; FailShare=3%; Median C/R=0.42; HistFloodExp=0.01,Routine monitoring.,TASIKMALAYA,1.0,1.0,0.0357727272727272,0.0,0.0,11392057.498164743,6272443.49139281,6448463.068192851,6628438.154124466,Low,0.0065573770491803,Low,0.11666666666666665,0.08333333333333333,0.0089431818181818,0.0006557377049180301,0.0325,0.2420989195230998,Low
