actor,Karawang,Garut,Subang,Indramayu,Tasikmalaya
Retail,1.0,0.9394955433910352,0.93641466525278,0.9055935314685315,0.900655737704918
Middlemen,0.8783333333333333,0.9344955433910352,0.9084979985861134,0.8880154064685315,0.895655737704918
Rice Miller,0.9924999999999999,0.6862403350577019,0.6799563319194467,0.6562675510763746,0.7760580365554927
Wholesaler,0.9561607142857143,0.9104205433910352,0.5557896652527801,0.6006976981351981,
Farmer,0.5609827044025156,0.528024454955661,0.5068475656856803,0.49068761749003686,0.44884513164431195
